true_label,pred_set,pred_set_names,set_size,cloud_coverage
18,"[1, 10, 18, 22]","['Aircraft carrier', 'Oil tanker', 'Amphibious transport dock', 'Command ship']",4,0.343
2,[2],['Submarine'],1,0.1976
5,"[5, 8, 9, 10, 11]","['Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat']",5,0.1625
0,"[0, 5, 6, 7, 8, 9, 10, 13]","['Non-ship', 'Auxiliary ship', 'Container ship', 'Car carrier', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Passenger ship']",8,0.1887
18,[18],['Amphibious transport dock'],1,0.1231
20,[20],['Tarawa-class amphibious assault ship'],1,0.1174
10,[10],['Oil tanker'],1,0.21
19,[19],['Cruiser'],1,0.1284
0,"[0, 5, 9, 10, 11]","['Non-ship', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat']",5,0.0864
20,"[3, 18, 20, 22]","['Medical ship', 'Amphibious transport dock', 'Tarawa-class amphibious assault ship', 'Command ship']",4,0.1849
9,"[5, 8, 10]","['Auxiliary ship', 'Hovercraft', 'Oil tanker']",3,0.0864
9,"[6, 9, 10, 16, 18, 22]","['Container ship', 'Bulk carrier', 'Oil tanker', 'Landing craft', 'Amphibious transport dock', 'Command ship']",6,0.2968
5,"[0, 5, 8, 9, 10, 11, 13, 14, 15, 18, 22]","['Non-ship', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship', 'Liquefied gas ship', 'Barge', 'Amphibious transport dock', 'Command ship']",11,0.4022
2,[2],['Submarine'],1,0.0607
0,"[0, 2, 5, 7, 8, 9, 10, 12, 13, 14, 16, 17, 18, 19, 22]","['Non-ship', 'Submarine', 'Auxiliary ship', 'Car carrier', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Passenger ship', 'Liquefied gas ship', 'Landing craft', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Command ship']",15,0.1764
5,"[0, 2, 4, 9, 11, 13, 14, 15]","['Non-ship', 'Submarine', 'Combat boat', 'Bulk carrier', 'Fishing boat', 'Passenger ship', 'Liquefied gas ship', 'Barge']",8,0.5528
10,[10],['Oil tanker'],1,0.454
4,"[0, 2, 4, 11]","['Non-ship', 'Submarine', 'Combat boat', 'Fishing boat']",4,0.3676
17,"[12, 17, 19]","['Destroyer', 'Frigate', 'Cruiser']",3,0.1151
0,"[0, 9]","['Non-ship', 'Bulk carrier']",2,0.0561
0,"[0, 5, 8, 11]","['Non-ship', 'Auxiliary ship', 'Hovercraft', 'Fishing boat']",4,0.1487
5,"[0, 2, 3, 5, 6, 7, 9, 10, 12, 13, 14, 15, 17, 18, 19]","['Non-ship', 'Submarine', 'Medical ship', 'Auxiliary ship', 'Container ship', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Passenger ship', 'Liquefied gas ship', 'Barge', 'Frigate', 'Amphibious transport dock', 'Cruiser']",15,0.5262
21,"[10, 21]","['Oil tanker', 'Amphibious assault ship']",2,0.2048
20,[20],['Tarawa-class amphibious assault ship'],1,0.0473
4,"[4, 5]","['Combat boat', 'Auxiliary ship']",2,0.2196
7,"[0, 2, 7, 8, 10, 19]","['Non-ship', 'Submarine', 'Car carrier', 'Hovercraft', 'Oil tanker', 'Cruiser']",6,0.2659
10,"[9, 10]","['Bulk carrier', 'Oil tanker']",2,0.1099
12,"[1, 3, 10, 12, 16, 17, 18, 19, 22]","['Aircraft carrier', 'Medical ship', 'Oil tanker', 'Destroyer', 'Landing craft', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Command ship']",9,0.5427
4,"[0, 2, 4, 5, 9, 12, 14, 15, 17, 19]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Destroyer', 'Liquefied gas ship', 'Barge', 'Frigate', 'Cruiser']",10,0.5323
8,"[8, 10]","['Hovercraft', 'Oil tanker']",2,0.0556
18,"[5, 12, 16, 17, 18, 19, 20, 21, 22]","['Auxiliary ship', 'Destroyer', 'Landing craft', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",9,0.1294
1,[1],['Aircraft carrier'],1,0.11
9,"[3, 18]","['Medical ship', 'Amphibious transport dock']",2,0.3774
19,"[15, 19]","['Barge', 'Cruiser']",2,0.1129
7,"[7, 8]","['Car carrier', 'Hovercraft']",2,0.055
19,"[12, 17, 19]","['Destroyer', 'Frigate', 'Cruiser']",3,0.3586
9,"[5, 9, 10]","['Auxiliary ship', 'Bulk carrier', 'Oil tanker']",3,0.0442
0,"[0, 6, 10]","['Non-ship', 'Container ship', 'Oil tanker']",3,0.0785
2,"[0, 2, 5, 8, 11, 13, 15, 17]","['Non-ship', 'Submarine', 'Auxiliary ship', 'Hovercraft', 'Fishing boat', 'Passenger ship', 'Barge', 'Frigate']",8,0.0972
8,"[8, 9, 10]","['Hovercraft', 'Bulk carrier', 'Oil tanker']",3,0.0683
5,"[0, 2, 5, 7, 8, 9, 10, 12, 13, 15, 17, 19]","['Non-ship', 'Submarine', 'Auxiliary ship', 'Car carrier', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Passenger ship', 'Barge', 'Frigate', 'Cruiser']",12,0.5411
12,"[5, 12, 17, 18, 19]","['Auxiliary ship', 'Destroyer', 'Frigate', 'Amphibious transport dock', 'Cruiser']",5,0.0999
11,"[0, 5, 9, 10, 11, 13, 14]","['Non-ship', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship', 'Liquefied gas ship']",7,0.0623
13,"[0, 5, 8, 9, 10, 11, 13, 15]","['Non-ship', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship', 'Barge']",8,0.2005
0,"[0, 5, 9, 10, 15]","['Non-ship', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Barge']",5,0.0617
17,"[12, 17]","['Destroyer', 'Frigate']",2,0.0126
2,"[2, 10]","['Submarine', 'Oil tanker']",2,0.2145
0,"[0, 9, 10, 11]","['Non-ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat']",4,0.1096
0,[0],['Non-ship'],1,0.211
10,"[0, 4, 5, 15]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Barge']",4,0.1104
12,[12],['Destroyer'],1,0.1341
9,"[6, 9, 10]","['Container ship', 'Bulk carrier', 'Oil tanker']",3,0.1109
19,"[1, 7, 9, 10, 12, 15, 19, 21]","['Aircraft carrier', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Barge', 'Cruiser', 'Amphibious assault ship']",8,0.5435
12,"[12, 17, 19]","['Destroyer', 'Frigate', 'Cruiser']",3,0.1316
2,[2],['Submarine'],1,0.3245
22,"[12, 22]","['Destroyer', 'Command ship']",2,0.1221
22,"[18, 22]","['Amphibious transport dock', 'Command ship']",2,0.3009
12,"[3, 10, 12, 17, 19]","['Medical ship', 'Oil tanker', 'Destroyer', 'Frigate', 'Cruiser']",5,0.0699
12,"[9, 12, 15, 19]","['Bulk carrier', 'Destroyer', 'Barge', 'Cruiser']",4,0.307
19,[19],['Cruiser'],1,0.2791
0,"[0, 5]","['Non-ship', 'Auxiliary ship']",2,0.4052
12,"[1, 10, 12, 17, 19, 21, 22]","['Aircraft carrier', 'Oil tanker', 'Destroyer', 'Frigate', 'Cruiser', 'Amphibious assault ship', 'Command ship']",7,0.25
12,[12],['Destroyer'],1,0.0556
11,"[0, 2, 4, 5, 9, 11, 13, 14, 15, 17]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Fishing boat', 'Passenger ship', 'Liquefied gas ship', 'Barge', 'Frigate']",10,0.5023
8,[8],['Hovercraft'],1,0.1584
9,"[0, 1, 2, 6, 7, 9, 10, 12, 15, 17, 19, 21, 22]","['Non-ship', 'Aircraft carrier', 'Submarine', 'Container ship', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Barge', 'Frigate', 'Cruiser', 'Amphibious assault ship', 'Command ship']",13,0.5714
9,"[9, 10]","['Bulk carrier', 'Oil tanker']",2,0.0991
10,[10],['Oil tanker'],1,0.1184
9,"[0, 6, 7, 9, 10, 13]","['Non-ship', 'Container ship', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Passenger ship']",6,0.0906
17,[17],['Frigate'],1,0.1245
0,"[0, 2, 3, 4, 5, 6, 7, 9, 13, 14, 15, 17, 19]","['Non-ship', 'Submarine', 'Medical ship', 'Combat boat', 'Auxiliary ship', 'Container ship', 'Car carrier', 'Bulk carrier', 'Passenger ship', 'Liquefied gas ship', 'Barge', 'Frigate', 'Cruiser']",13,0.6497
1,[1],['Aircraft carrier'],1,0.6436
0,[10],['Oil tanker'],1,0.1326
4,"[5, 9, 10, 12, 13, 15, 17]","['Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Passenger ship', 'Barge', 'Frigate']",7,0.0602
12,"[12, 17, 19]","['Destroyer', 'Frigate', 'Cruiser']",3,0.3689
0,"[0, 2, 15]","['Non-ship', 'Submarine', 'Barge']",3,0.055
12,"[12, 15, 17, 19]","['Destroyer', 'Barge', 'Frigate', 'Cruiser']",4,0.1018
1,[1],['Aircraft carrier'],1,0.6137
17,"[5, 10, 12, 16, 17, 19]","['Auxiliary ship', 'Oil tanker', 'Destroyer', 'Landing craft', 'Frigate', 'Cruiser']",6,0.3199
6,[6],['Container ship'],1,0.2868
17,"[12, 15, 17, 19]","['Destroyer', 'Barge', 'Frigate', 'Cruiser']",4,0.4133
19,"[12, 17, 19]","['Destroyer', 'Frigate', 'Cruiser']",3,0.4021
2,[2],['Submarine'],1,0.0722
19,[19],['Cruiser'],1,0.1283
19,"[1, 7, 10, 15, 19, 20, 21, 22]","['Aircraft carrier', 'Car carrier', 'Oil tanker', 'Barge', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",8,0.1995
12,[12],['Destroyer'],1,0.041
16,"[16, 18]","['Landing craft', 'Amphibious transport dock']",2,0.0436
2,"[2, 17, 19]","['Submarine', 'Frigate', 'Cruiser']",3,0.1376
11,"[5, 8, 9, 10, 11, 15]","['Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Barge']",6,0.0573
2,[2],['Submarine'],1,0.0693
19,[19],['Cruiser'],1,0.4347
0,"[0, 2, 4, 5, 8, 9, 11, 13, 14, 15, 17]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Fishing boat', 'Passenger ship', 'Liquefied gas ship', 'Barge', 'Frigate']",11,0.6329
5,"[3, 14, 18, 22]","['Medical ship', 'Liquefied gas ship', 'Amphibious transport dock', 'Command ship']",4,0.0935
22,"[5, 9, 10, 18, 22]","['Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Amphibious transport dock', 'Command ship']",5,0.4638
21,"[1, 21]","['Aircraft carrier', 'Amphibious assault ship']",2,0.5218
9,"[9, 10]","['Bulk carrier', 'Oil tanker']",2,0.0367
0,[0],['Non-ship'],1,0.0441
15,[15],['Barge'],1,0.3801
17,"[9, 12, 17, 19]","['Bulk carrier', 'Destroyer', 'Frigate', 'Cruiser']",4,0.2833
17,[17],['Frigate'],1,0.1037
4,"[0, 2, 4, 5, 10, 12, 17, 19]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Oil tanker', 'Destroyer', 'Frigate', 'Cruiser']",8,0.3775
0,"[0, 9, 11, 13, 14, 15]","['Non-ship', 'Bulk carrier', 'Fishing boat', 'Passenger ship', 'Liquefied gas ship', 'Barge']",6,0.5561
10,"[9, 10]","['Bulk carrier', 'Oil tanker']",2,0.0891
13,"[0, 2, 9, 11, 13, 14, 15]","['Non-ship', 'Submarine', 'Bulk carrier', 'Fishing boat', 'Passenger ship', 'Liquefied gas ship', 'Barge']",7,0.6015
4,[4],['Combat boat'],1,0.0725
9,"[9, 10]","['Bulk carrier', 'Oil tanker']",2,0.1367
0,"[0, 2, 5, 7, 8, 9, 10, 13, 14, 15, 17]","['Non-ship', 'Submarine', 'Auxiliary ship', 'Car carrier', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Passenger ship', 'Liquefied gas ship', 'Barge', 'Frigate']",11,0.5933
17,"[5, 12, 16, 17, 19]","['Auxiliary ship', 'Destroyer', 'Landing craft', 'Frigate', 'Cruiser']",5,0.0727
16,[16],['Landing craft'],1,0.0368
9,"[6, 10]","['Container ship', 'Oil tanker']",2,0.109
0,"[0, 1, 2, 6, 10]","['Non-ship', 'Aircraft carrier', 'Submarine', 'Container ship', 'Oil tanker']",5,0.0684
2,[2],['Submarine'],1,0.0412
4,"[0, 4, 5, 9, 12, 13, 17, 18]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Destroyer', 'Passenger ship', 'Frigate', 'Amphibious transport dock']",8,0.1229
2,"[1, 2, 10, 12, 17, 19, 21]","['Aircraft carrier', 'Submarine', 'Oil tanker', 'Destroyer', 'Frigate', 'Cruiser', 'Amphibious assault ship']",7,0.3279
12,"[5, 9, 10, 12, 17, 18, 19]","['Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Frigate', 'Amphibious transport dock', 'Cruiser']",7,0.1568
0,[0],['Non-ship'],1,0.0582
17,[17],['Frigate'],1,0.0543
4,"[0, 4, 5, 9, 11, 13, 15]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Fishing boat', 'Passenger ship', 'Barge']",7,0.0738
5,"[0, 5, 9, 10, 18, 22]","['Non-ship', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Amphibious transport dock', 'Command ship']",6,0.1317
4,"[4, 5]","['Combat boat', 'Auxiliary ship']",2,0.0698
8,"[0, 2, 4, 5, 8, 9, 11, 13, 14, 15]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Fishing boat', 'Passenger ship', 'Liquefied gas ship', 'Barge']",10,0.5972
13,"[0, 5, 13, 14]","['Non-ship', 'Auxiliary ship', 'Passenger ship', 'Liquefied gas ship']",4,0.0706
5,"[0, 2, 5, 9, 10, 13]","['Non-ship', 'Submarine', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Passenger ship']",6,0.0925
0,"[0, 4, 5, 8, 9, 10, 11, 13, 14, 15]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship', 'Liquefied gas ship', 'Barge']",10,0.5549
5,"[0, 5, 9, 10, 12, 15]","['Non-ship', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Barge']",6,0.2218
8,"[5, 8]","['Auxiliary ship', 'Hovercraft']",2,0.0737
7,"[1, 7, 19, 21]","['Aircraft carrier', 'Car carrier', 'Cruiser', 'Amphibious assault ship']",4,0.3689
5,"[0, 4, 5, 9, 10, 11, 12, 13, 14, 15, 18]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Passenger ship', 'Liquefied gas ship', 'Barge', 'Amphibious transport dock']",11,0.3831
9,"[0, 2, 5, 7, 9, 10, 16, 18, 22]","['Non-ship', 'Submarine', 'Auxiliary ship', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Landing craft', 'Amphibious transport dock', 'Command ship']",9,0.3697
4,"[0, 4, 5, 8, 9, 11, 14, 15]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Fishing boat', 'Liquefied gas ship', 'Barge']",8,0.3658
10,"[5, 9, 10, 11, 15, 18]","['Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Barge', 'Amphibious transport dock']",6,0.0965
21,[21],['Amphibious assault ship'],1,0.5
10,[10],['Oil tanker'],1,0.307
0,[0],['Non-ship'],1,0.0844
9,"[5, 7, 8, 9, 13]","['Auxiliary ship', 'Car carrier', 'Hovercraft', 'Bulk carrier', 'Passenger ship']",5,0.2382
21,"[1, 15, 17, 19, 21]","['Aircraft carrier', 'Barge', 'Frigate', 'Cruiser', 'Amphibious assault ship']",5,0.5802
11,"[0, 5, 9, 11]","['Non-ship', 'Auxiliary ship', 'Bulk carrier', 'Fishing boat']",4,0.1118
12,"[12, 19]","['Destroyer', 'Cruiser']",2,0.0919
1,[1],['Aircraft carrier'],1,0.112
20,"[1, 12, 16, 19, 20]","['Aircraft carrier', 'Destroyer', 'Landing craft', 'Cruiser', 'Tarawa-class amphibious assault ship']",5,0.0926
21,"[1, 7, 19, 21]","['Aircraft carrier', 'Car carrier', 'Cruiser', 'Amphibious assault ship']",4,0.48
0,[0],['Non-ship'],1,0.2218
8,"[0, 2, 7, 8, 9, 10, 11, 13, 17, 22]","['Non-ship', 'Submarine', 'Car carrier', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship', 'Frigate', 'Command ship']",10,0.1481
15,"[9, 10, 15]","['Bulk carrier', 'Oil tanker', 'Barge']",3,0.1041
14,[14],['Liquefied gas ship'],1,0.0871
18,[18],['Amphibious transport dock'],1,0.0436
0,[0],['Non-ship'],1,0.061
0,"[0, 9, 15]","['Non-ship', 'Bulk carrier', 'Barge']",3,0.3594
0,"[0, 2, 4, 5, 8, 9, 11, 13, 14, 15, 17]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Fishing boat', 'Passenger ship', 'Liquefied gas ship', 'Barge', 'Frigate']",11,0.6393
12,[12],['Destroyer'],1,0.0832
5,"[5, 9, 10, 18]","['Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Amphibious transport dock']",4,0.1078
21,"[1, 21]","['Aircraft carrier', 'Amphibious assault ship']",2,0.3532
9,"[5, 7, 9, 18]","['Auxiliary ship', 'Car carrier', 'Bulk carrier', 'Amphibious transport dock']",4,0.0947
7,"[3, 7, 10]","['Medical ship', 'Car carrier', 'Oil tanker']",3,0.0809
0,"[0, 11, 13, 15]","['Non-ship', 'Fishing boat', 'Passenger ship', 'Barge']",4,0.0443
0,"[0, 5, 8, 10, 11, 15]","['Non-ship', 'Auxiliary ship', 'Hovercraft', 'Oil tanker', 'Fishing boat', 'Barge']",6,0.1407
6,[6],['Container ship'],1,0.2366
14,[14],['Liquefied gas ship'],1,0.0901
22,"[1, 3, 7, 9, 10, 12, 14, 15, 18, 19, 20, 21, 22]","['Aircraft carrier', 'Medical ship', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Liquefied gas ship', 'Barge', 'Amphibious transport dock', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",13,0.5304
12,[12],['Destroyer'],1,0.0913
12,"[12, 19]","['Destroyer', 'Cruiser']",2,0.2902
17,"[10, 17, 19, 21]","['Oil tanker', 'Frigate', 'Cruiser', 'Amphibious assault ship']",4,0.0582
8,"[0, 4, 5, 8, 9, 10, 11, 13, 14, 15]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship', 'Liquefied gas ship', 'Barge']",10,0.1964
4,"[4, 5, 11]","['Combat boat', 'Auxiliary ship', 'Fishing boat']",3,0.0741
20,"[1, 12, 17, 19, 20, 22]","['Aircraft carrier', 'Destroyer', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Command ship']",6,0.1978
8,"[5, 8, 10]","['Auxiliary ship', 'Hovercraft', 'Oil tanker']",3,0.1363
6,"[6, 10]","['Container ship', 'Oil tanker']",2,0.0521
9,"[3, 6, 7, 9, 10, 19]","['Medical ship', 'Container ship', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Cruiser']",6,0.0445
11,"[5, 9, 10, 11, 14, 15]","['Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Liquefied gas ship', 'Barge']",6,0.0626
0,"[0, 5, 8, 9, 11, 13, 14, 15]","['Non-ship', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Fishing boat', 'Passenger ship', 'Liquefied gas ship', 'Barge']",8,0.3378
12,"[5, 12, 17, 19]","['Auxiliary ship', 'Destroyer', 'Frigate', 'Cruiser']",4,0.0763
12,"[12, 18, 22]","['Destroyer', 'Amphibious transport dock', 'Command ship']",3,0.2707
18,"[16, 18, 22]","['Landing craft', 'Amphibious transport dock', 'Command ship']",3,0.5296
14,"[0, 4, 5, 9, 12, 13, 14, 15, 17, 18]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Destroyer', 'Passenger ship', 'Liquefied gas ship', 'Barge', 'Frigate', 'Amphibious transport dock']",10,0.5087
13,"[1, 9, 10, 18, 21]","['Aircraft carrier', 'Bulk carrier', 'Oil tanker', 'Amphibious transport dock', 'Amphibious assault ship']",5,0.461
9,"[5, 6, 9, 10]","['Auxiliary ship', 'Container ship', 'Bulk carrier', 'Oil tanker']",4,0.1084
0,"[0, 5, 9, 10, 18]","['Non-ship', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Amphibious transport dock']",5,0.0818
9,"[9, 10]","['Bulk carrier', 'Oil tanker']",2,0.1058
18,[18],['Amphibious transport dock'],1,0.1071
12,"[12, 17]","['Destroyer', 'Frigate']",2,0.0421
13,"[0, 5, 8, 9, 10, 11, 13, 14, 18]","['Non-ship', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship', 'Liquefied gas ship', 'Amphibious transport dock']",9,0.3214
11,"[5, 8, 9, 10, 14]","['Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Liquefied gas ship']",5,0.1379
13,"[10, 18]","['Oil tanker', 'Amphibious transport dock']",2,0.2088
0,"[0, 5, 10, 11]","['Non-ship', 'Auxiliary ship', 'Oil tanker', 'Fishing boat']",4,0.0482
9,"[5, 9, 10, 11, 13, 14, 15]","['Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship', 'Liquefied gas ship', 'Barge']",7,0.0641
0,"[0, 4, 5, 8, 9, 10, 11]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat']",7,0.0558
9,[9],['Bulk carrier'],1,0.1592
19,"[5, 9, 12, 17, 18, 19]","['Auxiliary ship', 'Bulk carrier', 'Destroyer', 'Frigate', 'Amphibious transport dock', 'Cruiser']",6,0.0938
12,"[12, 19]","['Destroyer', 'Cruiser']",2,0.1348
9,[10],['Oil tanker'],1,0.0846
