img_path,fine_label,super_label,sharpness
data\001.Nimitz-class_aircraft_carrier\P2170.bmp,001.Nimitz-class_aircraft_carrier,Carrier,84.212875
data\001.Nimitz-class_aircraft_carrier\P2176.bmp,001.Nimitz-class_aircraft_carrier,Carrier,83.06752
data\001.Nimitz-class_aircraft_carrier\P2178.bmp,001.Nimitz-class_aircraft_carrier,Carrier,78.51343
data\001.Nimitz-class_aircraft_carrier\P2190.bmp,001.Nimitz-class_aircraft_carrier,Carrier,79.45561
data\001.Nimitz-class_aircraft_carrier\P2191.bmp,001.Nimitz-class_aircraft_carrier,Carrier,86.39173
data\001.Nimitz-class_aircraft_carrier\P2198.bmp,001.Nimitz-class_aircraft_carrier,Carrier,76.822556
data\001.Nimitz-class_aircraft_carrier\P2204.bmp,001.Nimitz-class_aircraft_carrier,Carrier,86.04197
data\001.Nimitz-class_aircraft_carrier\P2212.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.31384
data\001.Nimitz-class_aircraft_carrier\P2284.bmp,001.Nimitz-class_aircraft_carrier,Carrier,84.1169
data\001.Nimitz-class_aircraft_carrier\P2297.bmp,001.Nimitz-class_aircraft_carrier,Carrier,81.08719
data\001.Nimitz-class_aircraft_carrier\P2318.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.17583
data\001.Nimitz-class_aircraft_carrier\P2326.bmp,001.Nimitz-class_aircraft_carrier,Carrier,87.54908
data\001.Nimitz-class_aircraft_carrier\P2333.bmp,001.Nimitz-class_aircraft_carrier,Carrier,91.14164
data\001.Nimitz-class_aircraft_carrier\P2360.bmp,001.Nimitz-class_aircraft_carrier,Carrier,82.03289
data\001.Nimitz-class_aircraft_carrier\P2376.bmp,001.Nimitz-class_aircraft_carrier,Carrier,79.98659
data\001.Nimitz-class_aircraft_carrier\P2379.bmp,001.Nimitz-class_aircraft_carrier,Carrier,86.793335
data\001.Nimitz-class_aircraft_carrier\P2407.bmp,001.Nimitz-class_aircraft_carrier,Carrier,83.2099
data\001.Nimitz-class_aircraft_carrier\P2415.bmp,001.Nimitz-class_aircraft_carrier,Carrier,80.93607
data\001.Nimitz-class_aircraft_carrier\P2429.bmp,001.Nimitz-class_aircraft_carrier,Carrier,80.24863
data\001.Nimitz-class_aircraft_carrier\P2430.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.92697
data\001.Nimitz-class_aircraft_carrier\P2432.bmp,001.Nimitz-class_aircraft_carrier,Carrier,77.61531
data\001.Nimitz-class_aircraft_carrier\P2500.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.938416
data\001.Nimitz-class_aircraft_carrier\P2510.bmp,001.Nimitz-class_aircraft_carrier,Carrier,81.0429
data\001.Nimitz-class_aircraft_carrier\P2524.bmp,001.Nimitz-class_aircraft_carrier,Carrier,78.60353
data\001.Nimitz-class_aircraft_carrier\P2528.bmp,001.Nimitz-class_aircraft_carrier,Carrier,86.516304
data\001.Nimitz-class_aircraft_carrier\P2529.bmp,001.Nimitz-class_aircraft_carrier,Carrier,86.83331
data\001.Nimitz-class_aircraft_carrier\P2608.bmp,001.Nimitz-class_aircraft_carrier,Carrier,78.561264
data\001.Nimitz-class_aircraft_carrier\P2637.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.98745
data\001.Nimitz-class_aircraft_carrier\P2647.bmp,001.Nimitz-class_aircraft_carrier,Carrier,84.413246
data\001.Nimitz-class_aircraft_carrier\P2662.bmp,001.Nimitz-class_aircraft_carrier,Carrier,86.747604
data\001.Nimitz-class_aircraft_carrier\P2666.bmp,001.Nimitz-class_aircraft_carrier,Carrier,76.2224
data\001.Nimitz-class_aircraft_carrier\P2671.bmp,001.Nimitz-class_aircraft_carrier,Carrier,82.04324
data\001.Nimitz-class_aircraft_carrier\P2674.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.894
data\001.Nimitz-class_aircraft_carrier\P2698.bmp,001.Nimitz-class_aircraft_carrier,Carrier,83.2438
data\001.Nimitz-class_aircraft_carrier\P2739.bmp,001.Nimitz-class_aircraft_carrier,Carrier,75.42876
data\001.Nimitz-class_aircraft_carrier\P2796.bmp,001.Nimitz-class_aircraft_carrier,Carrier,81.24037
data\001.Nimitz-class_aircraft_carrier\P2832.bmp,001.Nimitz-class_aircraft_carrier,Carrier,84.6177
data\001.Nimitz-class_aircraft_carrier\P2845.bmp,001.Nimitz-class_aircraft_carrier,Carrier,86.41668
data\001.Nimitz-class_aircraft_carrier\P2852.bmp,001.Nimitz-class_aircraft_carrier,Carrier,78.55908
data\001.Nimitz-class_aircraft_carrier\P2855.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.872314
data\001.Nimitz-class_aircraft_carrier\P2858.bmp,001.Nimitz-class_aircraft_carrier,Carrier,87.60693
data\001.Nimitz-class_aircraft_carrier\P2915.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.350105
data\001.Nimitz-class_aircraft_carrier\P2938.bmp,001.Nimitz-class_aircraft_carrier,Carrier,84.94415
data\001.Nimitz-class_aircraft_carrier\P2942.bmp,001.Nimitz-class_aircraft_carrier,Carrier,74.08038
data\001.Nimitz-class_aircraft_carrier\P2979.bmp,001.Nimitz-class_aircraft_carrier,Carrier,82.68235
data\001.Nimitz-class_aircraft_carrier\P2989.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.3082
data\001.Nimitz-class_aircraft_carrier\P3016.bmp,001.Nimitz-class_aircraft_carrier,Carrier,82.01768
data\001.Nimitz-class_aircraft_carrier\P3019.bmp,001.Nimitz-class_aircraft_carrier,Carrier,83.7672
data\001.Nimitz-class_aircraft_carrier\P3058.bmp,001.Nimitz-class_aircraft_carrier,Carrier,81.25201
data\001.Nimitz-class_aircraft_carrier\P3100.bmp,001.Nimitz-class_aircraft_carrier,Carrier,86.64581
data\001.Nimitz-class_aircraft_carrier\P3114.bmp,001.Nimitz-class_aircraft_carrier,Carrier,86.098274
data\001.Nimitz-class_aircraft_carrier\P3117.bmp,001.Nimitz-class_aircraft_carrier,Carrier,81.65378
data\001.Nimitz-class_aircraft_carrier\P3118.bmp,001.Nimitz-class_aircraft_carrier,Carrier,83.244255
data\001.Nimitz-class_aircraft_carrier\P3126.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.19462
data\001.Nimitz-class_aircraft_carrier\P3142.bmp,001.Nimitz-class_aircraft_carrier,Carrier,82.39479
data\001.Nimitz-class_aircraft_carrier\P3213.bmp,001.Nimitz-class_aircraft_carrier,Carrier,82.731
data\001.Nimitz-class_aircraft_carrier\P3289.bmp,001.Nimitz-class_aircraft_carrier,Carrier,79.476
data\001.Nimitz-class_aircraft_carrier\P3326.bmp,001.Nimitz-class_aircraft_carrier,Carrier,82.395096
data\001.Nimitz-class_aircraft_carrier\P3356.bmp,001.Nimitz-class_aircraft_carrier,Carrier,80.134186
data\001.Nimitz-class_aircraft_carrier\P3361.bmp,001.Nimitz-class_aircraft_carrier,Carrier,80.423065
data\001.Nimitz-class_aircraft_carrier\P3409.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.30051
data\001.Nimitz-class_aircraft_carrier\P3419.bmp,001.Nimitz-class_aircraft_carrier,Carrier,83.427536
data\001.Nimitz-class_aircraft_carrier\P3429.bmp,001.Nimitz-class_aircraft_carrier,Carrier,75.248215
data\001.Nimitz-class_aircraft_carrier\P3437.bmp,001.Nimitz-class_aircraft_carrier,Carrier,80.64612
data\001.Nimitz-class_aircraft_carrier\P3504.bmp,001.Nimitz-class_aircraft_carrier,Carrier,82.93912
data\001.Nimitz-class_aircraft_carrier\P3554.bmp,001.Nimitz-class_aircraft_carrier,Carrier,81.626236
data\001.Nimitz-class_aircraft_carrier\P3560.bmp,001.Nimitz-class_aircraft_carrier,Carrier,87.853714
data\001.Nimitz-class_aircraft_carrier\P3561.bmp,001.Nimitz-class_aircraft_carrier,Carrier,90.3404
data\001.Nimitz-class_aircraft_carrier\P3562.bmp,001.Nimitz-class_aircraft_carrier,Carrier,78.51779
data\001.Nimitz-class_aircraft_carrier\P3563.bmp,001.Nimitz-class_aircraft_carrier,Carrier,86.1122
data\001.Nimitz-class_aircraft_carrier\P3582.bmp,001.Nimitz-class_aircraft_carrier,Carrier,82.299355
data\001.Nimitz-class_aircraft_carrier\P3612.bmp,001.Nimitz-class_aircraft_carrier,Carrier,84.59802
data\001.Nimitz-class_aircraft_carrier\P3613.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.793
data\001.Nimitz-class_aircraft_carrier\P3617.bmp,001.Nimitz-class_aircraft_carrier,Carrier,72.752625
data\001.Nimitz-class_aircraft_carrier\P3632.bmp,001.Nimitz-class_aircraft_carrier,Carrier,80.73718
data\001.Nimitz-class_aircraft_carrier\P3640.bmp,001.Nimitz-class_aircraft_carrier,Carrier,80.037704
data\001.Nimitz-class_aircraft_carrier\P3654.bmp,001.Nimitz-class_aircraft_carrier,Carrier,82.476074
data\001.Nimitz-class_aircraft_carrier\P3657.bmp,001.Nimitz-class_aircraft_carrier,Carrier,86.11563
data\001.Nimitz-class_aircraft_carrier\P3672.bmp,001.Nimitz-class_aircraft_carrier,Carrier,84.51142
data\001.Nimitz-class_aircraft_carrier\P3696.bmp,001.Nimitz-class_aircraft_carrier,Carrier,82.33767
data\001.Nimitz-class_aircraft_carrier\P3707.bmp,001.Nimitz-class_aircraft_carrier,Carrier,84.9469
data\001.Nimitz-class_aircraft_carrier\P3717.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.32652
data\001.Nimitz-class_aircraft_carrier\P3720.bmp,001.Nimitz-class_aircraft_carrier,Carrier,84.55603
data\001.Nimitz-class_aircraft_carrier\P3727.bmp,001.Nimitz-class_aircraft_carrier,Carrier,88.436615
data\001.Nimitz-class_aircraft_carrier\P3754.bmp,001.Nimitz-class_aircraft_carrier,Carrier,76.3788
data\001.Nimitz-class_aircraft_carrier\P3841.bmp,001.Nimitz-class_aircraft_carrier,Carrier,83.86557
data\001.Nimitz-class_aircraft_carrier\P3852.bmp,001.Nimitz-class_aircraft_carrier,Carrier,78.56122
data\001.Nimitz-class_aircraft_carrier\P3854.bmp,001.Nimitz-class_aircraft_carrier,Carrier,77.959305
data\001.Nimitz-class_aircraft_carrier\P3877.bmp,001.Nimitz-class_aircraft_carrier,Carrier,72.20059
data\001.Nimitz-class_aircraft_carrier\P3880.bmp,001.Nimitz-class_aircraft_carrier,Carrier,87.008354
data\001.Nimitz-class_aircraft_carrier\P3902.bmp,001.Nimitz-class_aircraft_carrier,Carrier,84.41019
data\001.Nimitz-class_aircraft_carrier\P3907.bmp,001.Nimitz-class_aircraft_carrier,Carrier,81.425415
data\001.Nimitz-class_aircraft_carrier\P3922.bmp,001.Nimitz-class_aircraft_carrier,Carrier,82.11226
data\001.Nimitz-class_aircraft_carrier\P3931.bmp,001.Nimitz-class_aircraft_carrier,Carrier,82.76946
data\001.Nimitz-class_aircraft_carrier\P3946.bmp,001.Nimitz-class_aircraft_carrier,Carrier,84.07518
data\001.Nimitz-class_aircraft_carrier\P3962.bmp,001.Nimitz-class_aircraft_carrier,Carrier,89.08447
data\001.Nimitz-class_aircraft_carrier\P3969.bmp,001.Nimitz-class_aircraft_carrier,Carrier,86.3906
data\001.Nimitz-class_aircraft_carrier\P3976.bmp,001.Nimitz-class_aircraft_carrier,Carrier,79.463684
data\001.Nimitz-class_aircraft_carrier\P4009.bmp,001.Nimitz-class_aircraft_carrier,Carrier,79.357056
data\001.Nimitz-class_aircraft_carrier\P4026.bmp,001.Nimitz-class_aircraft_carrier,Carrier,84.77101
data\001.Nimitz-class_aircraft_carrier\P4028.bmp,001.Nimitz-class_aircraft_carrier,Carrier,82.111115
data\001.Nimitz-class_aircraft_carrier\P4032.bmp,001.Nimitz-class_aircraft_carrier,Carrier,86.9733
