true_label,pred_set,pred_set_names,set_size,cloud_coverage
22,"[12, 18, 20, 22]","['Destroyer', 'Amphibious transport dock', 'Tarawa-class amphibious assault ship', 'Command ship']",4,0.3009
12,"[5, 12, 17]","['Auxiliary ship', 'Destroyer', 'Frigate']",3,0.0699
12,"[0, 11, 12, 16, 17, 19, 20]","['Non-ship', 'Fishing boat', 'Destroyer', 'Landing craft', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship']",7,0.307
19,"[17, 19]","['Frigate', 'Cruiser']",2,0.2791
0,"[0, 9, 11]","['Non-ship', 'Bulk carrier', 'Fishing boat']",3,0.4052
12,"[1, 5, 10, 12, 16, 17, 18, 19, 20, 21, 22]","['Aircraft carrier', 'Auxiliary ship', 'Oil tanker', 'Destroyer', 'Landing craft', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",11,0.25
12,"[4, 12, 16, 17, 19, 20]","['Combat boat', 'Destroyer', 'Landing craft', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship']",6,0.0556
11,"[0, 2, 4, 5, 9, 10, 11, 12, 13, 17]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Passenger ship', 'Frigate']",10,0.5023
8,[8],['Hovercraft'],1,0.1584
9,"[1, 3, 6, 7, 9, 10, 18, 19, 20, 21, 22]","['Aircraft carrier', 'Medical ship', 'Container ship', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Amphibious transport dock', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",11,0.5714
9,[9],['Bulk carrier'],1,0.0991
10,"[10, 14]","['Oil tanker', 'Liquefied gas ship']",2,0.1184
9,"[6, 9]","['Container ship', 'Bulk carrier']",2,0.0906
17,[17],['Frigate'],1,0.1245
0,"[0, 2, 5, 6, 7, 8, 9, 10, 12, 13]","['Non-ship', 'Submarine', 'Auxiliary ship', 'Container ship', 'Car carrier', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Passenger ship']",10,0.6497
1,"[1, 10, 12, 16, 19, 20, 21, 22]","['Aircraft carrier', 'Oil tanker', 'Destroyer', 'Landing craft', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",8,0.6436
0,"[0, 9, 10, 12, 17]","['Non-ship', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Frigate']",5,0.1326
4,"[0, 5, 7, 9, 11, 12, 13]","['Non-ship', 'Auxiliary ship', 'Car carrier', 'Bulk carrier', 'Fishing boat', 'Destroyer', 'Passenger ship']",7,0.0602
12,"[12, 17]","['Destroyer', 'Frigate']",2,0.3689
0,"[0, 5]","['Non-ship', 'Auxiliary ship']",2,0.055
12,"[12, 17, 19]","['Destroyer', 'Frigate', 'Cruiser']",3,0.1018
1,"[1, 6, 9, 12, 18, 21]","['Aircraft carrier', 'Container ship', 'Bulk carrier', 'Destroyer', 'Amphibious transport dock', 'Amphibious assault ship']",6,0.6137
17,"[12, 17, 19]","['Destroyer', 'Frigate', 'Cruiser']",3,0.3199
6,[6],['Container ship'],1,0.2868
17,"[12, 17, 19]","['Destroyer', 'Frigate', 'Cruiser']",3,0.4133
19,"[5, 9, 10, 12, 16, 17, 18, 19, 20, 21, 22]","['Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Landing craft', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",11,0.4021
2,[2],['Submarine'],1,0.0722
19,[19],['Cruiser'],1,0.1283
19,"[1, 3, 6, 8, 9, 10, 12, 17, 19, 20, 21, 22]","['Aircraft carrier', 'Medical ship', 'Container ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",12,0.1995
12,[12],['Destroyer'],1,0.041
16,"[16, 18, 20]","['Landing craft', 'Amphibious transport dock', 'Tarawa-class amphibious assault ship']",3,0.0436
2,[2],['Submarine'],1,0.1376
11,"[4, 5]","['Combat boat', 'Auxiliary ship']",2,0.0573
2,[2],['Submarine'],1,0.0693
19,"[12, 19]","['Destroyer', 'Cruiser']",2,0.4347
0,"[0, 2, 4, 5, 8, 9, 10, 11, 12, 13, 17, 19, 20]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Passenger ship', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship']",13,0.6329
5,"[12, 18]","['Destroyer', 'Amphibious transport dock']",2,0.0935
22,"[1, 2, 4, 5, 7, 9, 10, 12, 14, 16, 17, 18, 19, 22]","['Aircraft carrier', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Liquefied gas ship', 'Landing craft', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Command ship']",14,0.4638
21,"[0, 1, 3, 7, 9, 10, 12, 17, 19, 20, 21, 22]","['Non-ship', 'Aircraft carrier', 'Medical ship', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",12,0.5218
9,"[5, 9, 11]","['Auxiliary ship', 'Bulk carrier', 'Fishing boat']",3,0.0367
0,[11],['Fishing boat'],1,0.0441
15,"[0, 2, 5, 8, 9, 10, 11, 13, 14, 15]","['Non-ship', 'Submarine', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship', 'Liquefied gas ship', 'Barge']",10,0.3801
17,"[1, 2, 4, 5, 8, 9, 12, 16, 17, 19, 20]","['Aircraft carrier', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Destroyer', 'Landing craft', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship']",11,0.2833
17,[17],['Frigate'],1,0.1037
4,"[0, 2, 4, 5, 9, 10, 11, 12, 17, 19]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Frigate', 'Cruiser']",10,0.3775
0,"[0, 9, 11]","['Non-ship', 'Bulk carrier', 'Fishing boat']",3,0.5561
10,"[0, 5, 9, 10, 11]","['Non-ship', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat']",5,0.0891
13,"[0, 5, 8, 9, 10, 11, 13]","['Non-ship', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship']",7,0.6015
4,[4],['Combat boat'],1,0.0725
9,[9],['Bulk carrier'],1,0.1367
0,"[0, 1, 2, 4, 5, 7, 8, 9, 10, 11, 12, 13, 16, 17, 18, 19, 20, 21, 22]","['Non-ship', 'Aircraft carrier', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Car carrier', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Passenger ship', 'Landing craft', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",19,0.5933
17,"[0, 2, 5, 9, 12, 17, 18]","['Non-ship', 'Submarine', 'Auxiliary ship', 'Bulk carrier', 'Destroyer', 'Frigate', 'Amphibious transport dock']",7,0.0727
16,[16],['Landing craft'],1,0.0368
9,"[6, 9, 10]","['Container ship', 'Bulk carrier', 'Oil tanker']",3,0.109
0,"[0, 2, 6, 9, 11, 13]","['Non-ship', 'Submarine', 'Container ship', 'Bulk carrier', 'Fishing boat', 'Passenger ship']",6,0.0684
2,[2],['Submarine'],1,0.0412
4,"[0, 4, 5, 9, 10, 11, 13]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship']",7,0.1229
2,[2],['Submarine'],1,0.3279
12,"[17, 18, 19]","['Frigate', 'Amphibious transport dock', 'Cruiser']",3,0.1568
0,"[0, 9, 11]","['Non-ship', 'Bulk carrier', 'Fishing boat']",3,0.0582
17,[17],['Frigate'],1,0.0543
4,"[4, 9]","['Combat boat', 'Bulk carrier']",2,0.0738
5,"[0, 4, 5, 9, 10, 11]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat']",6,0.1317
4,[4],['Combat boat'],1,0.0698
8,"[0, 4, 5, 8, 9, 10, 11, 13, 17]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship', 'Frigate']",9,0.5972
13,[13],['Passenger ship'],1,0.0706
5,"[4, 5, 9, 11, 13, 17, 18, 20]","['Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Fishing boat', 'Passenger ship', 'Frigate', 'Amphibious transport dock', 'Tarawa-class amphibious assault ship']",8,0.0925
0,"[0, 4, 5, 9, 10, 11, 13]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship']",7,0.5549
5,"[0, 2, 4, 5, 9, 10, 11, 12, 17]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Frigate']",9,0.2218
8,[8],['Hovercraft'],1,0.0737
7,"[0, 1, 2, 5, 7, 9, 12, 13, 16, 17, 19, 20, 21]","['Non-ship', 'Aircraft carrier', 'Submarine', 'Auxiliary ship', 'Car carrier', 'Bulk carrier', 'Destroyer', 'Passenger ship', 'Landing craft', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship']",13,0.3689
5,"[0, 4, 5, 9, 10, 11, 12, 17, 20]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Frigate', 'Tarawa-class amphibious assault ship']",9,0.3831
9,"[0, 5, 8, 9, 10, 18, 22]","['Non-ship', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Amphibious transport dock', 'Command ship']",7,0.3697
4,"[4, 11]","['Combat boat', 'Fishing boat']",2,0.3658
10,"[4, 5, 9, 10, 11, 14, 19, 20]","['Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Liquefied gas ship', 'Cruiser', 'Tarawa-class amphibious assault ship']",8,0.0965
21,[21],['Amphibious assault ship'],1,0.5
10,"[5, 6, 9, 10, 12, 18, 21]","['Auxiliary ship', 'Container ship', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Amphibious transport dock', 'Amphibious assault ship']",7,0.307
0,[0],['Non-ship'],1,0.0844
9,"[4, 5, 7, 9, 10, 11, 12, 13, 14, 17, 19, 20]","['Combat boat', 'Auxiliary ship', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Passenger ship', 'Liquefied gas ship', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship']",12,0.2382
21,"[1, 2, 3, 9, 10, 12, 17, 19, 21]","['Aircraft carrier', 'Submarine', 'Medical ship', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Frigate', 'Cruiser', 'Amphibious assault ship']",9,0.5802
11,"[0, 4, 11]","['Non-ship', 'Combat boat', 'Fishing boat']",3,0.1118
12,"[12, 17, 18, 19]","['Destroyer', 'Frigate', 'Amphibious transport dock', 'Cruiser']",4,0.0919
1,[1],['Aircraft carrier'],1,0.112
20,"[2, 7, 9, 12, 19, 20]","['Submarine', 'Car carrier', 'Bulk carrier', 'Destroyer', 'Cruiser', 'Tarawa-class amphibious assault ship']",6,0.0926
21,"[1, 12, 21]","['Aircraft carrier', 'Destroyer', 'Amphibious assault ship']",3,0.48
0,"[0, 9, 11]","['Non-ship', 'Bulk carrier', 'Fishing boat']",3,0.2218
8,"[0, 8, 10, 11]","['Non-ship', 'Hovercraft', 'Oil tanker', 'Fishing boat']",4,0.1481
15,"[9, 10, 11, 14, 15]","['Bulk carrier', 'Oil tanker', 'Fishing boat', 'Liquefied gas ship', 'Barge']",5,0.1041
14,[14],['Liquefied gas ship'],1,0.0871
18,[18],['Amphibious transport dock'],1,0.0436
0,"[0, 5, 7, 9]","['Non-ship', 'Auxiliary ship', 'Car carrier', 'Bulk carrier']",4,0.061
0,"[0, 4, 8, 9, 10, 11]","['Non-ship', 'Combat boat', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat']",6,0.3594
0,"[0, 2, 4, 5, 8, 9, 10, 11, 12, 13, 14, 17]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Passenger ship', 'Liquefied gas ship', 'Frigate']",12,0.6393
12,"[12, 17]","['Destroyer', 'Frigate']",2,0.0832
5,"[4, 5, 9, 10, 11, 12, 18]","['Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Amphibious transport dock']",7,0.1078
21,[21],['Amphibious assault ship'],1,0.3532
9,"[9, 18]","['Bulk carrier', 'Amphibious transport dock']",2,0.0947
7,"[1, 3, 5, 7, 10, 21, 22]","['Aircraft carrier', 'Medical ship', 'Auxiliary ship', 'Car carrier', 'Oil tanker', 'Amphibious assault ship', 'Command ship']",7,0.0809
0,"[0, 4, 5, 9, 11, 13]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Fishing boat', 'Passenger ship']",6,0.0443
0,"[0, 4, 5, 9, 11]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Fishing boat']",5,0.1407
6,[6],['Container ship'],1,0.2366
14,[14],['Liquefied gas ship'],1,0.0901
22,"[1, 7, 9, 10, 12, 16, 19, 20, 22]","['Aircraft carrier', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Landing craft', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Command ship']",9,0.5304
12,[12],['Destroyer'],1,0.0913
12,"[1, 2, 5, 10, 12, 16, 17, 18, 19, 20, 21]","['Aircraft carrier', 'Submarine', 'Auxiliary ship', 'Oil tanker', 'Destroyer', 'Landing craft', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship']",11,0.2902
