img_path,fine_label,super_label,sharpness,blur_radius,sharpness_blurred
data\001.Nimitz-class_aircraft_carrier\P0627.bmp,001.Nimitz-class_aircraft_carrier,Carrier,82.34164,0.043323567524531814,82.34164
data\001.Nimitz-class_aircraft_carrier\P0653.bmp,001.Nimitz-class_aircraft_carrier,Carrier,90.96643,0.0,90.96643
data\001.Nimitz-class_aircraft_carrier\P0674.bmp,001.Nimitz-class_aircraft_carrier,Carrier,82.780396,1.0074660143022467,76.91812
data\001.Nimitz-class_aircraft_carrier\P0675.bmp,001.Nimitz-class_aircraft_carrier,Carrier,78.50163,0.0,78.50163
data\001.Nimitz-class_aircraft_carrier\P0696.bmp,001.Nimitz-class_aircraft_carrier,Carrier,81.23826,0.050393352450836426,81.23826
data\001.Nimitz-class_aircraft_carrier\P0699.bmp,001.Nimitz-class_aircraft_carrier,Carrier,82.82964,2.339196094749967,37.75914
data\001.Nimitz-class_aircraft_carrier\P0709.bmp,001.Nimitz-class_aircraft_carrier,Carrier,83.63515,0.0,83.63515
data\001.Nimitz-class_aircraft_carrier\P0731.bmp,001.Nimitz-class_aircraft_carrier,Carrier,75.51248,1.1717524484889865,61.498573
data\001.Nimitz-class_aircraft_carrier\P0736.bmp,001.Nimitz-class_aircraft_carrier,Carrier,83.59482,0.04345656674201215,83.59482
data\001.Nimitz-class_aircraft_carrier\P0742.bmp,001.Nimitz-class_aircraft_carrier,Carrier,77.95559,2.5365850761161455,28.620949
data\001.Nimitz-class_aircraft_carrier\P0754.bmp,001.Nimitz-class_aircraft_carrier,Carrier,83.313034,1.3448310191920552,66.089745
data\001.Nimitz-class_aircraft_carrier\P0757.bmp,001.Nimitz-class_aircraft_carrier,Carrier,81.44606,0.032811892586487756,81.44606
data\001.Nimitz-class_aircraft_carrier\P0782.bmp,001.Nimitz-class_aircraft_carrier,Carrier,81.74524,0.33981753548609595,81.46263
data\001.Nimitz-class_aircraft_carrier\P0806.bmp,001.Nimitz-class_aircraft_carrier,Carrier,76.39347,4.865256692793073,15.554812
data\001.Nimitz-class_aircraft_carrier\P0813.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.132,3.2430913915100272,27.383041
data\001.Nimitz-class_aircraft_carrier\P0828.bmp,001.Nimitz-class_aircraft_carrier,Carrier,84.528824,0.3302409175076242,83.968506
data\001.Nimitz-class_aircraft_carrier\P0835.bmp,001.Nimitz-class_aircraft_carrier,Carrier,83.36493,0.9821363860550392,77.25986
data\001.Nimitz-class_aircraft_carrier\P0837.bmp,001.Nimitz-class_aircraft_carrier,Carrier,82.87636,3.792111416628993,22.376427
data\001.Nimitz-class_aircraft_carrier\P0865.bmp,001.Nimitz-class_aircraft_carrier,Carrier,82.41908,0.0,82.41908
data\001.Nimitz-class_aircraft_carrier\P0904.bmp,001.Nimitz-class_aircraft_carrier,Carrier,84.64252,0.9794991804596769,78.02319
data\001.Nimitz-class_aircraft_carrier\P0936.bmp,001.Nimitz-class_aircraft_carrier,Carrier,81.403435,0.8876998464248818,73.77686
data\001.Nimitz-class_aircraft_carrier\P0960.bmp,001.Nimitz-class_aircraft_carrier,Carrier,80.06436,0.0,80.06436
data\001.Nimitz-class_aircraft_carrier\P0967.bmp,001.Nimitz-class_aircraft_carrier,Carrier,77.90523,0.5332952850074442,75.969246
data\001.Nimitz-class_aircraft_carrier\P1010.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.84161,1.8278659571557525,56.089806
data\001.Nimitz-class_aircraft_carrier\P1034.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.92799,3.072621842386954,27.378
data\001.Nimitz-class_aircraft_carrier\P1035.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.308624,0.3965551278381376,85.34654
data\001.Nimitz-class_aircraft_carrier\P1048.bmp,001.Nimitz-class_aircraft_carrier,Carrier,83.79329,0.8226936130168003,80.083984
data\001.Nimitz-class_aircraft_carrier\P1078.bmp,001.Nimitz-class_aircraft_carrier,Carrier,80.5247,5.912988403778357,13.779522
data\001.Nimitz-class_aircraft_carrier\P1082.bmp,001.Nimitz-class_aircraft_carrier,Carrier,77.95346,4.45317201491699,16.992077
data\001.Nimitz-class_aircraft_carrier\P1106.bmp,001.Nimitz-class_aircraft_carrier,Carrier,86.84949,0.0,86.84949
data\001.Nimitz-class_aircraft_carrier\P1109.bmp,001.Nimitz-class_aircraft_carrier,Carrier,78.78076,0.0,78.78076
data\001.Nimitz-class_aircraft_carrier\P1112.bmp,001.Nimitz-class_aircraft_carrier,Carrier,86.90692,2.3537524487297983,44.141567
data\001.Nimitz-class_aircraft_carrier\P1140.bmp,001.Nimitz-class_aircraft_carrier,Carrier,84.49629,0.0989859460351632,84.49629
data\001.Nimitz-class_aircraft_carrier\P1156.bmp,001.Nimitz-class_aircraft_carrier,Carrier,83.77083,0.6326781507034445,82.25127
data\001.Nimitz-class_aircraft_carrier\P1173.bmp,001.Nimitz-class_aircraft_carrier,Carrier,79.1089,3.546894837979807,19.934536
data\001.Nimitz-class_aircraft_carrier\P1184.bmp,001.Nimitz-class_aircraft_carrier,Carrier,81.0562,0.4757496455838941,80.95743
data\001.Nimitz-class_aircraft_carrier\P1188.bmp,001.Nimitz-class_aircraft_carrier,Carrier,83.34743,1.4841095407136666,63.339294
data\001.Nimitz-class_aircraft_carrier\P1223.bmp,001.Nimitz-class_aircraft_carrier,Carrier,80.53989,0.0,80.53989
data\001.Nimitz-class_aircraft_carrier\P1234.bmp,001.Nimitz-class_aircraft_carrier,Carrier,87.1501,2.4666558271054075,38.23783
data\001.Nimitz-class_aircraft_carrier\P1242.bmp,001.Nimitz-class_aircraft_carrier,Carrier,78.521774,1.8285011212827555,47.67449
data\001.Nimitz-class_aircraft_carrier\P1252.bmp,001.Nimitz-class_aircraft_carrier,Carrier,86.679276,1.6717481220932795,57.760326
data\001.Nimitz-class_aircraft_carrier\P1286.bmp,001.Nimitz-class_aircraft_carrier,Carrier,82.53898,0.0,82.53898
data\001.Nimitz-class_aircraft_carrier\P1295.bmp,001.Nimitz-class_aircraft_carrier,Carrier,88.03815,1.7062852184963662,60.47908
data\001.Nimitz-class_aircraft_carrier\P1321.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.921814,1.1946282188445656,70.16658
data\001.Nimitz-class_aircraft_carrier\P1326.bmp,001.Nimitz-class_aircraft_carrier,Carrier,80.650925,1.37009422105202,61.888527
data\001.Nimitz-class_aircraft_carrier\P1328.bmp,001.Nimitz-class_aircraft_carrier,Carrier,86.34943,0.0,86.34943
data\001.Nimitz-class_aircraft_carrier\P1343.bmp,001.Nimitz-class_aircraft_carrier,Carrier,84.08452,0.0,84.08452
data\001.Nimitz-class_aircraft_carrier\P1344.bmp,001.Nimitz-class_aircraft_carrier,Carrier,75.20852,0.0,75.20852
data\001.Nimitz-class_aircraft_carrier\P1347.bmp,001.Nimitz-class_aircraft_carrier,Carrier,82.05528,0.29557294071075124,81.58751
data\001.Nimitz-class_aircraft_carrier\P1356.bmp,001.Nimitz-class_aircraft_carrier,Carrier,80.06436,0.0,80.06436
data\001.Nimitz-class_aircraft_carrier\P1395.bmp,001.Nimitz-class_aircraft_carrier,Carrier,86.09693,0.827133382597875,81.11927
data\001.Nimitz-class_aircraft_carrier\P1435.bmp,001.Nimitz-class_aircraft_carrier,Carrier,81.570015,1.0367050267518212,72.36896
data\001.Nimitz-class_aircraft_carrier\P1437.bmp,001.Nimitz-class_aircraft_carrier,Carrier,86.418915,3.2222446195282837,19.66396
data\001.Nimitz-class_aircraft_carrier\P1438.bmp,001.Nimitz-class_aircraft_carrier,Carrier,79.39823,0.0,79.39823
data\001.Nimitz-class_aircraft_carrier\P1444.bmp,001.Nimitz-class_aircraft_carrier,Carrier,77.97803,0.22735378516679217,78.01135
data\001.Nimitz-class_aircraft_carrier\P1449.bmp,001.Nimitz-class_aircraft_carrier,Carrier,83.78698,0.0,83.78698
data\001.Nimitz-class_aircraft_carrier\P1467.bmp,001.Nimitz-class_aircraft_carrier,Carrier,80.62041,3.4030357507432276,19.692749
data\001.Nimitz-class_aircraft_carrier\P1480.bmp,001.Nimitz-class_aircraft_carrier,Carrier,89.611465,0.0,89.611465
data\001.Nimitz-class_aircraft_carrier\P1487.bmp,001.Nimitz-class_aircraft_carrier,Carrier,83.27632,2.676415730869296,35.948128
data\001.Nimitz-class_aircraft_carrier\P1495.bmp,001.Nimitz-class_aircraft_carrier,Carrier,83.61233,2.0483969719947885,48.77976
data\001.Nimitz-class_aircraft_carrier\P1497.bmp,001.Nimitz-class_aircraft_carrier,Carrier,86.14821,4.342374083648202,17.448654
data\001.Nimitz-class_aircraft_carrier\P1506.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.91868,0.0,85.91868
data\001.Nimitz-class_aircraft_carrier\P1512.bmp,001.Nimitz-class_aircraft_carrier,Carrier,82.52905,3.7393314754109834,20.28988
data\001.Nimitz-class_aircraft_carrier\P1532.bmp,001.Nimitz-class_aircraft_carrier,Carrier,88.97633,3.1181231139093004,28.205545
data\001.Nimitz-class_aircraft_carrier\P1543.bmp,001.Nimitz-class_aircraft_carrier,Carrier,84.123825,0.8371235219384239,80.07869
data\001.Nimitz-class_aircraft_carrier\P1549.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.712074,0.3142935406756242,87.20868
data\001.Nimitz-class_aircraft_carrier\P1561.bmp,001.Nimitz-class_aircraft_carrier,Carrier,81.793045,3.7404079586535555,18.199999
data\001.Nimitz-class_aircraft_carrier\P1570.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.87312,2.9780874852641155,26.288937
data\001.Nimitz-class_aircraft_carrier\P1585.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.593765,2.9658505497960945,30.71598
data\001.Nimitz-class_aircraft_carrier\P1596.bmp,001.Nimitz-class_aircraft_carrier,Carrier,89.61082,1.5413618040080008,68.11561
data\001.Nimitz-class_aircraft_carrier\P1608.bmp,001.Nimitz-class_aircraft_carrier,Carrier,86.51021,5.038874385581432,12.334768
data\001.Nimitz-class_aircraft_carrier\P1617.bmp,001.Nimitz-class_aircraft_carrier,Carrier,82.4126,0.0,82.4126
data\001.Nimitz-class_aircraft_carrier\P1620.bmp,001.Nimitz-class_aircraft_carrier,Carrier,84.598946,0.0,84.598946
data\001.Nimitz-class_aircraft_carrier\P1624.bmp,001.Nimitz-class_aircraft_carrier,Carrier,82.80237,0.0,82.80237
data\001.Nimitz-class_aircraft_carrier\P1632.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.60885,0.0,85.60885
data\001.Nimitz-class_aircraft_carrier\P1644.bmp,001.Nimitz-class_aircraft_carrier,Carrier,78.25198,0.0,78.25198
data\001.Nimitz-class_aircraft_carrier\P1651.bmp,001.Nimitz-class_aircraft_carrier,Carrier,82.898926,0.0,82.898926
data\001.Nimitz-class_aircraft_carrier\P1666.bmp,001.Nimitz-class_aircraft_carrier,Carrier,83.73982,0.0,83.73982
data\001.Nimitz-class_aircraft_carrier\P1683.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.29245,4.394601313056552,16.993664
data\001.Nimitz-class_aircraft_carrier\P1694.bmp,001.Nimitz-class_aircraft_carrier,Carrier,81.56708,5.687077699924773,13.020603
data\001.Nimitz-class_aircraft_carrier\P1696.bmp,001.Nimitz-class_aircraft_carrier,Carrier,83.99791,1.0233788803977146,72.67099
data\001.Nimitz-class_aircraft_carrier\P1708.bmp,001.Nimitz-class_aircraft_carrier,Carrier,81.10896,1.7814607663495028,52.89308
data\001.Nimitz-class_aircraft_carrier\P1746.bmp,001.Nimitz-class_aircraft_carrier,Carrier,78.861755,0.0,78.861755
data\001.Nimitz-class_aircraft_carrier\P1787.bmp,001.Nimitz-class_aircraft_carrier,Carrier,89.03445,2.8509132618754403,32.49696
data\001.Nimitz-class_aircraft_carrier\P1789.bmp,001.Nimitz-class_aircraft_carrier,Carrier,81.77876,0.0,81.77876
data\001.Nimitz-class_aircraft_carrier\P1819.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.84848,0.0,85.84848
data\001.Nimitz-class_aircraft_carrier\P1896.bmp,001.Nimitz-class_aircraft_carrier,Carrier,78.90813,1.4722248953784725,56.969234
data\001.Nimitz-class_aircraft_carrier\P1897.bmp,001.Nimitz-class_aircraft_carrier,Carrier,76.44925,3.1892297916871493,23.74622
data\001.Nimitz-class_aircraft_carrier\P1926.bmp,001.Nimitz-class_aircraft_carrier,Carrier,78.21797,5.793506448962983,17.840935
data\001.Nimitz-class_aircraft_carrier\P1945.bmp,001.Nimitz-class_aircraft_carrier,Carrier,88.43685,0.4441387282332505,88.43501
data\001.Nimitz-class_aircraft_carrier\P1950.bmp,001.Nimitz-class_aircraft_carrier,Carrier,88.0202,1.1409638148284327,79.03975
data\001.Nimitz-class_aircraft_carrier\P1981.bmp,001.Nimitz-class_aircraft_carrier,Carrier,87.34935,4.178512965400856,12.615146
data\001.Nimitz-class_aircraft_carrier\P2019.bmp,001.Nimitz-class_aircraft_carrier,Carrier,89.100945,0.3178542103315176,89.02786
data\001.Nimitz-class_aircraft_carrier\P2032.bmp,001.Nimitz-class_aircraft_carrier,Carrier,84.479744,5.840267609206541,11.274454
data\001.Nimitz-class_aircraft_carrier\P2034.bmp,001.Nimitz-class_aircraft_carrier,Carrier,79.29149,2.1025411987238685,37.76013
data\001.Nimitz-class_aircraft_carrier\P2050.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.680275,0.3985583625103968,85.55051
data\001.Nimitz-class_aircraft_carrier\P2062.bmp,001.Nimitz-class_aircraft_carrier,Carrier,82.504196,0.0,82.504196
data\001.Nimitz-class_aircraft_carrier\P2081.bmp,001.Nimitz-class_aircraft_carrier,Carrier,84.755,1.3931197877948958,67.13934
data\001.Nimitz-class_aircraft_carrier\P2097.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.03552,5.830164260895263,12.824257
data\001.Nimitz-class_aircraft_carrier\P2125.bmp,001.Nimitz-class_aircraft_carrier,Carrier,89.70735,0.5089631943462807,88.612366
data\001.Nimitz-class_aircraft_carrier\P2138.bmp,001.Nimitz-class_aircraft_carrier,Carrier,82.873856,0.42885515364363047,83.10037
data\001.Nimitz-class_aircraft_carrier\P2170.bmp,001.Nimitz-class_aircraft_carrier,Carrier,84.212875,0.0,84.212875
data\001.Nimitz-class_aircraft_carrier\P2176.bmp,001.Nimitz-class_aircraft_carrier,Carrier,83.06752,0.0,83.06752
data\001.Nimitz-class_aircraft_carrier\P2178.bmp,001.Nimitz-class_aircraft_carrier,Carrier,78.51343,0.6241268736920138,76.926926
data\001.Nimitz-class_aircraft_carrier\P2190.bmp,001.Nimitz-class_aircraft_carrier,Carrier,79.45561,0.0,79.45561
data\001.Nimitz-class_aircraft_carrier\P2191.bmp,001.Nimitz-class_aircraft_carrier,Carrier,86.39173,0.0,86.39173
data\001.Nimitz-class_aircraft_carrier\P2198.bmp,001.Nimitz-class_aircraft_carrier,Carrier,76.822556,0.0,76.822556
data\001.Nimitz-class_aircraft_carrier\P2204.bmp,001.Nimitz-class_aircraft_carrier,Carrier,86.04197,0.0,86.04197
data\001.Nimitz-class_aircraft_carrier\P2212.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.31384,0.0,85.31384
data\001.Nimitz-class_aircraft_carrier\P2284.bmp,001.Nimitz-class_aircraft_carrier,Carrier,84.1169,5.92635759811981,10.523542
data\001.Nimitz-class_aircraft_carrier\P2297.bmp,001.Nimitz-class_aircraft_carrier,Carrier,81.08719,0.1211674005314709,81.08719
data\001.Nimitz-class_aircraft_carrier\P2318.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.17583,0.05174406971681189,85.17583
data\001.Nimitz-class_aircraft_carrier\P2326.bmp,001.Nimitz-class_aircraft_carrier,Carrier,87.54908,1.2987500435856345,70.73279
data\001.Nimitz-class_aircraft_carrier\P2333.bmp,001.Nimitz-class_aircraft_carrier,Carrier,91.14164,0.0,91.14164
data\001.Nimitz-class_aircraft_carrier\P2360.bmp,001.Nimitz-class_aircraft_carrier,Carrier,82.03289,0.0,82.03289
data\001.Nimitz-class_aircraft_carrier\P2376.bmp,001.Nimitz-class_aircraft_carrier,Carrier,79.98659,5.840031185984608,13.614742
data\001.Nimitz-class_aircraft_carrier\P2379.bmp,001.Nimitz-class_aircraft_carrier,Carrier,86.793335,0.0,86.793335
data\001.Nimitz-class_aircraft_carrier\P2407.bmp,001.Nimitz-class_aircraft_carrier,Carrier,83.2099,1.6242643149693485,56.47369
data\001.Nimitz-class_aircraft_carrier\P2415.bmp,001.Nimitz-class_aircraft_carrier,Carrier,80.93607,1.6812740590420265,61.436462
data\001.Nimitz-class_aircraft_carrier\P2429.bmp,001.Nimitz-class_aircraft_carrier,Carrier,80.24863,0.0,80.24863
data\001.Nimitz-class_aircraft_carrier\P2430.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.92697,0.14959928923892352,85.923004
data\001.Nimitz-class_aircraft_carrier\P2432.bmp,001.Nimitz-class_aircraft_carrier,Carrier,77.61531,0.0,77.61531
data\001.Nimitz-class_aircraft_carrier\P2500.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.938416,3.7761919367762027,23.17973
data\001.Nimitz-class_aircraft_carrier\P2510.bmp,001.Nimitz-class_aircraft_carrier,Carrier,81.0429,3.8746081712939797,17.197823
data\001.Nimitz-class_aircraft_carrier\P2524.bmp,001.Nimitz-class_aircraft_carrier,Carrier,78.60353,0.0,78.60353
data\001.Nimitz-class_aircraft_carrier\P2528.bmp,001.Nimitz-class_aircraft_carrier,Carrier,86.516304,1.0281932221704515,79.91081
data\001.Nimitz-class_aircraft_carrier\P2529.bmp,001.Nimitz-class_aircraft_carrier,Carrier,86.83331,1.3162365001343295,74.82706
data\001.Nimitz-class_aircraft_carrier\P2608.bmp,001.Nimitz-class_aircraft_carrier,Carrier,78.561264,1.7425839638859273,50.83759
data\001.Nimitz-class_aircraft_carrier\P2637.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.98745,1.7562337603457607,59.570698
data\001.Nimitz-class_aircraft_carrier\P2647.bmp,001.Nimitz-class_aircraft_carrier,Carrier,84.413246,0.0,84.413246
data\001.Nimitz-class_aircraft_carrier\P2662.bmp,001.Nimitz-class_aircraft_carrier,Carrier,86.747604,1.305918152870254,71.86865
data\001.Nimitz-class_aircraft_carrier\P2666.bmp,001.Nimitz-class_aircraft_carrier,Carrier,76.2224,1.1385717407717477,62.86313
data\001.Nimitz-class_aircraft_carrier\P2671.bmp,001.Nimitz-class_aircraft_carrier,Carrier,82.04324,3.3171832247891544,24.35416
data\001.Nimitz-class_aircraft_carrier\P2674.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.894,0.9889640830382886,79.895966
data\001.Nimitz-class_aircraft_carrier\P2698.bmp,001.Nimitz-class_aircraft_carrier,Carrier,83.2438,0.965961864395428,81.07486
data\001.Nimitz-class_aircraft_carrier\P2739.bmp,001.Nimitz-class_aircraft_carrier,Carrier,75.42876,1.2967673664551327,60.385902
data\001.Nimitz-class_aircraft_carrier\P2796.bmp,001.Nimitz-class_aircraft_carrier,Carrier,81.24037,0.0,81.24037
data\001.Nimitz-class_aircraft_carrier\P2832.bmp,001.Nimitz-class_aircraft_carrier,Carrier,84.6177,1.4480830513726886,65.60869
data\001.Nimitz-class_aircraft_carrier\P2845.bmp,001.Nimitz-class_aircraft_carrier,Carrier,86.41668,0.0,86.41668
data\001.Nimitz-class_aircraft_carrier\P2852.bmp,001.Nimitz-class_aircraft_carrier,Carrier,78.55908,3.710378011970423,16.334415
data\001.Nimitz-class_aircraft_carrier\P2855.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.872314,0.0,85.872314
data\001.Nimitz-class_aircraft_carrier\P2858.bmp,001.Nimitz-class_aircraft_carrier,Carrier,87.60693,0.0,87.60693
data\001.Nimitz-class_aircraft_carrier\P2915.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.350105,0.0,85.350105
data\001.Nimitz-class_aircraft_carrier\P2938.bmp,001.Nimitz-class_aircraft_carrier,Carrier,84.94415,0.3982175842286948,84.32561
data\001.Nimitz-class_aircraft_carrier\P2942.bmp,001.Nimitz-class_aircraft_carrier,Carrier,74.08038,2.6392272049918186,31.138062
data\001.Nimitz-class_aircraft_carrier\P2979.bmp,001.Nimitz-class_aircraft_carrier,Carrier,82.68235,0.0,82.68235
data\001.Nimitz-class_aircraft_carrier\P2989.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.3082,2.532696555931227,37.27898
data\001.Nimitz-class_aircraft_carrier\P3016.bmp,001.Nimitz-class_aircraft_carrier,Carrier,82.01768,4.056520645842518,20.755566
data\001.Nimitz-class_aircraft_carrier\P3019.bmp,001.Nimitz-class_aircraft_carrier,Carrier,83.7672,2.5360906836250297,38.453766
data\001.Nimitz-class_aircraft_carrier\P3058.bmp,001.Nimitz-class_aircraft_carrier,Carrier,81.25201,0.47277509698307685,80.47416
data\001.Nimitz-class_aircraft_carrier\P3100.bmp,001.Nimitz-class_aircraft_carrier,Carrier,86.64581,0.0,86.64581
data\001.Nimitz-class_aircraft_carrier\P3114.bmp,001.Nimitz-class_aircraft_carrier,Carrier,86.098274,0.019681347322873854,86.098274
data\001.Nimitz-class_aircraft_carrier\P3117.bmp,001.Nimitz-class_aircraft_carrier,Carrier,81.65378,3.502300298075818,20.570782
data\001.Nimitz-class_aircraft_carrier\P3118.bmp,001.Nimitz-class_aircraft_carrier,Carrier,83.244255,3.9526834168796903,19.93583
data\001.Nimitz-class_aircraft_carrier\P3126.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.19462,3.8240151575059915,19.372536
data\001.Nimitz-class_aircraft_carrier\P3142.bmp,001.Nimitz-class_aircraft_carrier,Carrier,82.39479,1.6767417553307047,56.169067
data\001.Nimitz-class_aircraft_carrier\P3213.bmp,001.Nimitz-class_aircraft_carrier,Carrier,82.731,0.0,82.731
data\001.Nimitz-class_aircraft_carrier\P3289.bmp,001.Nimitz-class_aircraft_carrier,Carrier,79.476,5.550854180743031,16.975246
data\001.Nimitz-class_aircraft_carrier\P3326.bmp,001.Nimitz-class_aircraft_carrier,Carrier,82.395096,0.0,82.395096
data\001.Nimitz-class_aircraft_carrier\P3356.bmp,001.Nimitz-class_aircraft_carrier,Carrier,80.134186,5.279133565549371,10.225206
data\001.Nimitz-class_aircraft_carrier\P3361.bmp,001.Nimitz-class_aircraft_carrier,Carrier,80.423065,5.202517353127961,15.887499
