true_label,pred_set,pred_set_names,set_size,cloud_coverage
10,"[1, 2, 3, 5, 6, 9, 10, 12, 16, 17, 18, 19, 20, 21, 22]","['Aircraft carrier', 'Submarine', 'Medical ship', 'Auxiliary ship', 'Container ship', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Landing craft', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",15,0.454
4,"[0, 2, 4, 5, 8, 9, 11, 14, 15]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Fishing boat', 'Liquefied gas ship', 'Barge']",9,0.3676
17,"[12, 17, 19, 22]","['Destroyer', 'Frigate', 'Cruiser', 'Command ship']",4,0.1151
0,"[0, 4, 5, 9]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier']",4,0.0561
0,"[0, 4, 13]","['Non-ship', 'Combat boat', 'Passenger ship']",3,0.1487
5,"[0, 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 17, 19, 20, 22]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Container ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Passenger ship', 'Liquefied gas ship', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Command ship']",16,0.5262
21,"[2, 3, 10, 12, 16, 17, 19, 21]","['Submarine', 'Medical ship', 'Oil tanker', 'Destroyer', 'Landing craft', 'Frigate', 'Cruiser', 'Amphibious assault ship']",8,0.2048
20,"[16, 20]","['Landing craft', 'Tarawa-class amphibious assault ship']",2,0.0473
4,"[0, 4]","['Non-ship', 'Combat boat']",2,0.2196
7,"[0, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 19, 20, 21, 22]","['Non-ship', 'Submarine', 'Medical ship', 'Combat boat', 'Auxiliary ship', 'Car carrier', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Liquefied gas ship', 'Barge', 'Landing craft', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",19,0.2659
10,"[4, 5, 9, 10, 11]","['Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat']",5,0.1099
12,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 17, 18, 19, 20, 21]","['Non-ship', 'Aircraft carrier', 'Submarine', 'Medical ship', 'Combat boat', 'Auxiliary ship', 'Container ship', 'Car carrier', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Passenger ship', 'Landing craft', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship']",20,0.5427
4,"[0, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","['Non-ship', 'Submarine', 'Medical ship', 'Combat boat', 'Auxiliary ship', 'Container ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Passenger ship', 'Liquefied gas ship', 'Barge', 'Landing craft', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Tarawa-class amphibious assault ship']",19,0.5323
8,"[0, 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 17, 19]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Container ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Passenger ship', 'Liquefied gas ship', 'Frigate', 'Cruiser']",14,0.0556
18,"[0, 1, 2, 3, 4, 5, 6, 12, 16, 17, 18, 19, 20, 21, 22]","['Non-ship', 'Aircraft carrier', 'Submarine', 'Medical ship', 'Combat boat', 'Auxiliary ship', 'Container ship', 'Destroyer', 'Landing craft', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",15,0.1294
1,[1],['Aircraft carrier'],1,0.11
9,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 12, 18, 19, 20, 22]","['Non-ship', 'Aircraft carrier', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Container ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Amphibious transport dock', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Command ship']",14,0.3774
19,"[4, 12, 19]","['Combat boat', 'Destroyer', 'Cruiser']",3,0.1129
7,"[1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 17, 18, 19, 20, 21, 22]","['Aircraft carrier', 'Submarine', 'Medical ship', 'Auxiliary ship', 'Container ship', 'Car carrier', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Passenger ship', 'Liquefied gas ship', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",19,0.055
19,"[4, 11, 12, 17, 19]","['Combat boat', 'Fishing boat', 'Destroyer', 'Frigate', 'Cruiser']",5,0.3586
9,"[0, 4, 5, 9, 10, 11, 13]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship']",7,0.0442
0,"[0, 2, 4, 5, 6, 13]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Container ship', 'Passenger ship']",6,0.0785
2,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]","['Non-ship', 'Aircraft carrier', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Container ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Passenger ship', 'Liquefied gas ship', 'Barge', 'Landing craft', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship']",18,0.0972
8,"[0, 2, 4, 5, 8, 9, 10, 11]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat']",8,0.0683
5,"[0, 2, 4, 5, 8, 9, 11, 12, 13, 15, 17]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Fishing boat', 'Destroyer', 'Passenger ship', 'Barge', 'Frigate']",11,0.5411
12,"[0, 2, 4, 5, 9, 10, 11, 12, 17, 18, 19]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Frigate', 'Amphibious transport dock', 'Cruiser']",11,0.0999
11,"[0, 4, 5, 9, 10, 11, 13]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship']",7,0.0623
13,"[0, 4, 5, 8, 9, 10, 11, 13, 14]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship', 'Liquefied gas ship']",9,0.2005
0,"[0, 2, 5, 6, 7, 9, 11, 13, 15]","['Non-ship', 'Submarine', 'Auxiliary ship', 'Container ship', 'Car carrier', 'Bulk carrier', 'Fishing boat', 'Passenger ship', 'Barge']",9,0.0617
17,"[17, 19]","['Frigate', 'Cruiser']",2,0.0126
2,[2],['Submarine'],1,0.2145
0,"[0, 4, 9, 11]","['Non-ship', 'Combat boat', 'Bulk carrier', 'Fishing boat']",4,0.1096
0,[0],['Non-ship'],1,0.211
10,"[0, 4, 5, 9, 10, 11, 12, 14, 15]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Liquefied gas ship', 'Barge']",9,0.1104
12,"[12, 21]","['Destroyer', 'Amphibious assault ship']",2,0.1341
9,"[2, 5, 6, 9, 10, 11, 13]","['Submarine', 'Auxiliary ship', 'Container ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship']",7,0.1109
19,"[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22]","['Non-ship', 'Aircraft carrier', 'Submarine', 'Medical ship', 'Combat boat', 'Container ship', 'Car carrier', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Liquefied gas ship', 'Barge', 'Landing craft', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",21,0.5435
12,"[0, 4, 5, 12, 17, 19]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Destroyer', 'Frigate', 'Cruiser']",6,0.1316
2,"[0, 2]","['Non-ship', 'Submarine']",2,0.3245
22,"[2, 4, 5, 11, 12, 14, 15, 16, 17, 19, 20, 22]","['Submarine', 'Combat boat', 'Auxiliary ship', 'Fishing boat', 'Destroyer', 'Liquefied gas ship', 'Barge', 'Landing craft', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Command ship']",12,0.1221
22,"[3, 4, 12, 16, 17, 22]","['Medical ship', 'Combat boat', 'Destroyer', 'Landing craft', 'Frigate', 'Command ship']",6,0.3009
12,"[4, 5, 12, 17, 19]","['Combat boat', 'Auxiliary ship', 'Destroyer', 'Frigate', 'Cruiser']",5,0.0699
12,"[0, 2, 4, 5, 8, 10, 11, 12, 14, 15, 16, 17, 19, 20, 22]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Liquefied gas ship', 'Barge', 'Landing craft', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Command ship']",15,0.307
19,"[4, 16, 17, 19]","['Combat boat', 'Landing craft', 'Frigate', 'Cruiser']",4,0.2791
0,"[0, 2, 4, 5, 8, 9, 11, 13, 14, 15]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Fishing boat', 'Passenger ship', 'Liquefied gas ship', 'Barge']",10,0.4052
12,"[2, 4, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20, 21]","['Submarine', 'Combat boat', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Barge', 'Landing craft', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship']",13,0.25
12,"[4, 12, 16, 17, 19]","['Combat boat', 'Destroyer', 'Landing craft', 'Frigate', 'Cruiser']",5,0.0556
11,"[0, 4, 8, 11, 13, 14, 15]","['Non-ship', 'Combat boat', 'Hovercraft', 'Fishing boat', 'Passenger ship', 'Liquefied gas ship', 'Barge']",7,0.5023
8,[8],['Hovercraft'],1,0.1584
9,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22]","['Non-ship', 'Aircraft carrier', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Container ship', 'Car carrier', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Liquefied gas ship', 'Barge', 'Landing craft', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",21,0.5714
9,[9],['Bulk carrier'],1,0.0991
10,[10],['Oil tanker'],1,0.1184
9,"[0, 4, 5, 6, 9, 13, 15]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Container ship', 'Bulk carrier', 'Passenger ship', 'Barge']",7,0.0906
17,"[17, 19]","['Frigate', 'Cruiser']",2,0.1245
0,"[0, 2, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 17]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Passenger ship', 'Liquefied gas ship', 'Barge', 'Frigate']",13,0.6497
1,"[0, 1, 2, 3, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]","['Non-ship', 'Aircraft carrier', 'Submarine', 'Medical ship', 'Combat boat', 'Container ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Passenger ship', 'Liquefied gas ship', 'Barge', 'Landing craft', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",21,0.6436
0,"[0, 2, 4, 5, 6, 9, 10, 11, 12, 14, 17, 19, 22]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Container ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Liquefied gas ship', 'Frigate', 'Cruiser', 'Command ship']",13,0.1326
4,"[0, 2, 3, 4, 5, 9, 10, 11, 12, 13, 17, 19]","['Non-ship', 'Submarine', 'Medical ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Passenger ship', 'Frigate', 'Cruiser']",12,0.0602
12,"[0, 2, 4, 5, 6, 9, 10, 11, 12, 13, 15, 16, 17, 19, 20, 21]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Container ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Passenger ship', 'Barge', 'Landing craft', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship']",16,0.3689
0,"[0, 2, 4, 5, 6, 8, 9, 11, 13, 15, 17]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Container ship', 'Hovercraft', 'Bulk carrier', 'Fishing boat', 'Passenger ship', 'Barge', 'Frigate']",11,0.055
12,"[2, 3, 4, 8, 9, 11, 12, 15, 16, 17, 19, 22]","['Submarine', 'Medical ship', 'Combat boat', 'Hovercraft', 'Bulk carrier', 'Fishing boat', 'Destroyer', 'Barge', 'Landing craft', 'Frigate', 'Cruiser', 'Command ship']",12,0.1018
1,"[1, 6, 21]","['Aircraft carrier', 'Container ship', 'Amphibious assault ship']",3,0.6137
17,"[12, 17, 19]","['Destroyer', 'Frigate', 'Cruiser']",3,0.3199
6,[6],['Container ship'],1,0.2868
17,"[0, 2, 4, 5, 9, 12, 13, 16, 17, 19]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Destroyer', 'Passenger ship', 'Landing craft', 'Frigate', 'Cruiser']",10,0.4133
19,"[3, 4, 12, 17, 19]","['Medical ship', 'Combat boat', 'Destroyer', 'Frigate', 'Cruiser']",5,0.4021
2,"[0, 2]","['Non-ship', 'Submarine']",2,0.0722
19,"[12, 19]","['Destroyer', 'Cruiser']",2,0.1283
