prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7,prob_8,prob_9,prob_10,prob_11,prob_12,prob_13,prob_14,prob_15,prob_16,prob_17,prob_18,prob_19,prob_20,prob_21,prob_22,true,pred
3.5611407486063618e-12,4.22370541319772e-11,1.033135035855004e-10,1.6202796049302748e-10,4.148273391457735e-11,5.407353853570385e-08,2.3435006241351655e-14,1.134437704365665e-12,5.4596626698766304e-14,1.0853421633649774e-10,2.3049646913353428e-10,9.460855016074632e-11,0.00026029208675026894,3.863713238239086e-10,2.821321995472026e-11,1.4686364104010696e-13,1.5861427449248566e-10,0.9997280240058899,9.380057841568146e-10,1.1683561751851812e-05,1.5587197088606786e-09,1.4701680844941833e-11,1.4774025336450336e-09,17,17
0.0009456530096940696,0.0017446581041440368,0.013527161441743374,4.276602339814417e-05,5.6391319958493114e-05,0.0015311538008973002,3.086149081354961e-05,0.00010795227717608213,1.391218688695517e-06,0.0005664483760483563,0.0007494663004763424,6.753155048500048e-07,0.46661677956581116,3.6100354918744415e-05,2.8596170977834845e-06,1.5972769062955194e-07,0.0009175316663458943,0.45193910598754883,0.0003707442374434322,0.05998183786869049,8.335454913321882e-05,0.0001299013674724847,0.0006170214619487524,17,12
2.7727446649805643e-07,0.9546700119972229,4.4707944653055165e-06,1.3536482583731413e-05,2.3554487142973812e-06,0.00015974727284628898,2.1143010599189438e-05,2.0842421690758783e-06,6.319195833270896e-09,0.0001444841909687966,0.0018369009485468268,1.7953365016865064e-08,0.00031267214217223227,3.829099739505182e-07,2.2445335901011276e-07,1.0388053972576472e-08,3.809049667324871e-05,8.779696509009227e-05,0.00032500794623047113,0.0003891598025802523,0.0002205073687946424,0.04172828420996666,4.27836857852526e-05,1,1
2.979545499215419e-08,2.3178517949418165e-06,7.715760119708648e-08,1.0818959061964506e-08,8.43861203136953e-10,6.025926495567546e-07,2.0780051102065045e-07,1.2682163514909917e-06,5.205635367211414e-10,1.5105493957889848e-06,7.927414458208659e-07,3.237189849514266e-09,0.9941510558128357,1.2386118797280687e-09,1.2474970390030649e-07,7.677934954486432e-10,7.491523774660891e-07,8.516529987900867e-07,1.1172860467922874e-06,0.0058375694788992405,1.65803569984746e-07,3.3079868444474414e-07,1.2330249319347786e-06,12,12
0.9999667406082153,7.625993725390856e-10,3.0426859186220064e-15,1.6535219374280707e-12,2.1452802201338272e-08,3.3846453106889385e-07,3.2702742736034907e-09,7.083084813119811e-11,1.9354150579279153e-14,2.910773764597252e-05,3.021153771598506e-09,1.404942281624244e-06,1.6305450045717151e-10,2.147775830962928e-06,2.692906797075248e-14,1.4225217448426974e-08,2.1225850938000335e-12,3.151281666169403e-11,2.0774009179547193e-09,3.632229337181131e-13,6.627983051288311e-09,2.299186121490493e-07,1.0243234732643103e-10,0,0
9.205376044763014e-11,7.34601073304475e-08,2.5191645644517813e-11,2.45112914340484e-12,1.3029757902781238e-14,1.6899989185859e-09,9.342959045310906e-11,4.928283559024749e-09,2.84474646530114e-13,1.4352487254232216e-10,2.724899417216875e-08,1.3768685898449956e-13,0.9999254941940308,2.8398906490312292e-12,9.971783399009837e-10,4.623893227941739e-14,3.842155760214183e-10,1.1092704012283239e-11,2.1808155281632935e-08,7.432699931086972e-05,1.8392508349673875e-10,5.259874757967964e-10,2.249578656687845e-08,12,12
4.964412255503703e-06,7.032970643194858e-06,4.5706642026743793e-07,0.0008289315737783909,2.2250374968280084e-05,0.00036946500767953694,6.698049674014328e-06,0.0030034242663532495,1.2096020185481393e-08,0.00023588504700455815,0.002588612260296941,3.105616087850649e-06,0.00877692736685276,2.093834336847067e-05,0.9291712045669556,4.867020470555872e-05,1.4985781490395311e-05,5.26028816238977e-06,0.00835426989942789,0.037400782108306885,0.00013299535203259438,0.00898111704736948,2.1991590983816423e-05,14,14
0.01560330018401146,4.254113719071029e-07,2.150389445887413e-05,1.2715149821929117e-08,0.1863604635000229,0.00692583154886961,1.0178695447393693e-05,1.8667935819394188e-06,0.00013227466843090951,0.017768127843737602,0.0023209359496831894,0.7705249190330505,0.00012003876327071339,0.00013421835319604725,1.2062487257935572e-05,1.0471463838257478e-06,6.253590072446968e-07,2.4085355107672513e-05,5.239343408902641e-06,2.8295801257627318e-06,2.6198315026704222e-05,3.3754008654796053e-06,3.763369136322581e-07,4,11
0.006534709129482508,0.00041269505163654685,0.0006406147149391472,3.293393456260674e-05,0.01727716065943241,0.05109211802482605,0.0001487791450927034,2.510375270503573e-05,0.006121734622865915,0.4211372137069702,0.00483203399926424,0.4778798818588257,0.007397331763058901,0.0006684407708235085,2.0332390704425052e-05,1.765629531291779e-05,0.00012525785132311285,0.002693074056878686,0.00033256085589528084,0.0021319109946489334,0.00012935011181980371,9.988978126784787e-05,0.0002492861822247505,5,11
0.00010285063763149083,0.00034767042961902916,5.623520337394439e-05,1.5689514839323238e-05,2.1957198725885974e-07,5.75077865505591e-06,1.4171240763971582e-05,0.001696556806564331,4.01006445827079e-06,0.00010877188469748944,0.0005992900114506483,1.946692918863846e-06,0.14670222997665405,1.4826177903159987e-06,0.00013495076564140618,2.781242301352904e-06,0.0008079371182247996,0.0001182213964057155,0.00019607321883086115,0.8409313559532166,0.0025077620521187782,0.0047751558013260365,0.000868908769916743,19,19
0.3715745806694031,6.711202877340838e-05,0.016915015876293182,1.3786157069262117e-06,0.005402576643973589,0.13065198063850403,0.000625095795840025,0.0002135646209353581,0.05880611762404442,0.11888151615858078,0.1673532873392105,0.10827576369047165,0.005043550860136747,0.005618112161755562,6.327426672214642e-05,4.5698343456024304e-05,0.00010820693569257855,0.008047664538025856,0.0005120066343806684,0.0007405777578242123,0.0009366650483570993,7.681476563448086e-05,3.93918453482911e-05,10,0
1.8972232673775125e-09,1.5477577335332171e-06,1.6434200666992638e-09,9.952976220972687e-09,8.293870451536733e-11,5.350372020984651e-07,1.89179583109933e-09,2.3954622729860375e-09,1.2638435437084539e-11,2.6767452254716773e-08,1.3463397507962327e-08,1.8000781421001477e-10,0.9999426603317261,4.132242992227475e-09,1.3741427995483946e-09,7.185971652792777e-13,1.0540496759858797e-06,1.48946173794684e-05,9.555997166899033e-07,1.8738510334515013e-05,1.679886878491743e-07,1.504083257941602e-08,1.947727650986053e-05,12,12
7.015938496834906e-09,4.191878417714179e-07,2.837217571993733e-08,5.143282422181983e-08,3.547879698362344e-11,5.523154868569691e-06,1.2419468475854956e-07,4.800230879453693e-09,7.541976483442514e-13,1.3480799907483743e-06,1.1511456250445917e-06,4.1179468168728306e-10,0.9998248219490051,3.0078795010268777e-10,2.308763943914549e-11,7.265288089024213e-13,4.441091050466639e-08,0.00015005281602498144,6.787317943235394e-07,3.95814458897803e-06,3.534154657813815e-08,3.846157170528386e-08,1.1740072295651771e-05,12,12
0.0004628805909305811,0.047811269760131836,3.037738861166872e-05,0.00021542458853218704,0.00020764632790815085,0.0005820103688165545,0.011005692183971405,0.0021741329692304134,2.8436370484996587e-05,0.11719048768281937,0.03673262521624565,0.00531194731593132,0.4488648474216461,0.00032499179360456765,5.362063166103326e-05,1.61194839165546e-05,0.001825203886255622,0.0015611134003847837,0.019123321399092674,0.28577861189842224,0.01522522047162056,0.004069596529006958,0.0014044420095160604,19,12
0.057259391993284225,1.1320134944980964e-06,0.0006939190207049251,3.60482594885525e-08,0.16021093726158142,0.3887217342853546,2.9689219900319586e-06,2.6162439326071762e-08,0.23646168410778046,0.011481000110507011,0.0020018592476844788,0.14232978224754333,3.822001599473879e-05,5.0411563279340044e-05,8.330295713676605e-06,4.724856262328103e-05,2.5409819954802515e-06,0.0006438747514039278,1.77092406374868e-05,3.6426083624974126e-06,1.404095564794261e-05,8.492623351230577e-07,8.582302143622655e-06,5,5
0.0003775916702579707,2.6129825982934562e-06,1.2159624702690053e-06,9.889154772846354e-11,0.16272616386413574,0.8361892700195312,1.2045165931340307e-06,1.29001098692072e-09,7.207274029497057e-05,0.00033096721745096147,0.0002165848418371752,6.104041676735505e-05,1.269129916181555e-05,5.677283070326666e-07,1.5470547509721655e-08,4.060984792886302e-08,1.670570526357551e-07,1.831028271226387e-06,4.307576944029279e-07,2.338010972380289e-06,2.4493804176017875e-06,6.95858659582882e-07,7.419498615490738e-08,5,5
5.695871732314117e-05,3.6403768888249033e-10,5.046420614718272e-09,1.1829448011424493e-13,6.9454404183488805e-06,0.9752442240715027,5.5586828542897315e-12,1.6973078498239147e-09,2.2663223717245273e-05,2.4618086058580957e-07,8.393033112952253e-08,2.5029648895724677e-05,4.658342600549759e-10,0.02464277297258377,3.292583699021634e-07,1.2105248359262077e-08,3.4768155021680514e-09,1.2622297651532222e-09,2.1801191962822486e-08,2.6740444927786378e-11,4.708040250989143e-07,2.1259511129301245e-07,5.572950521198772e-12,5,5
1.0420647413411643e-05,0.9037454724311829,9.411356245436764e-07,1.2492368114180863e-05,0.0006499362643808126,0.00012004407471977174,6.126546213636175e-05,4.768115468323231e-05,0.00015671533765271306,0.009001988917589188,0.018321383744478226,1.159398198069539e-05,0.00045575021067634225,3.488930451567285e-05,6.558598215633538e-07,1.5507170303408202e-07,0.0006991426344029605,0.00011389621795387939,0.00031816630507819355,0.0008609439828433096,0.017217719927430153,0.04676203429698944,0.0013967512641102076,1,1
0.00019536369654815644,1.6684180081938393e-06,0.01732284016907215,1.3427252270048484e-06,4.707139851234388e-06,0.0001017139438772574,0.008247331716120243,5.307131141307764e-05,0.03820573538541794,0.8214658498764038,0.10320296138525009,0.0005463532288558781,0.0001513392780907452,2.717412826314103e-06,2.694810518732993e-06,0.00012793022324331105,0.003912563435733318,6.11819223195198e-06,7.45371071388945e-05,9.88181636785157e-05,0.004315294791013002,5.221431820245925e-06,0.001953892409801483,9,9
0.4741881787776947,1.0917277677435777e-06,0.0009029370849020779,7.920673965600145e-07,0.013313528150320053,0.022799789905548096,1.7078002201742493e-05,7.680075214011595e-06,0.02332657389342785,0.23190012574195862,0.00779328215867281,0.04771735891699791,2.270672848680988e-05,0.17350751161575317,0.0034794083330780268,0.0009320023818872869,7.92321998233092e-07,1.9131688532070257e-05,6.187304097693413e-05,2.345851498830598e-06,1.5572202300973004e-06,1.0868982371903257e-06,3.0921653433324536e-06,0,0
3.986725116700285e-10,1.0767146818579931e-07,4.046644352939666e-09,1.189310316895842e-10,1.0213594428759923e-14,2.763924378257343e-08,1.7533680063408497e-09,2.1976773734166954e-09,1.5181791587770554e-11,3.686775329470038e-09,8.118133387746695e-10,6.716767306192903e-14,0.9999204874038696,1.4407180309872203e-11,4.859254925521084e-12,7.914614025739033e-15,1.8773524401716202e-11,2.998939763187991e-09,1.3383423258517269e-08,7.933584856800735e-05,2.4516758068138245e-10,1.1591287929491045e-09,1.3502238438434233e-08,12,12
7.876930612837896e-05,5.623566539725289e-05,6.935352757864166e-06,1.045724928872005e-07,0.00047561313840560615,0.7348363399505615,0.0002406553248874843,8.862874892656691e-06,0.0009279482765123248,0.24751898646354675,0.009666331112384796,0.0007422662456519902,0.0009178194450214505,1.012098209685064e-06,2.658873370364745e-07,1.0401848157925997e-05,6.250400588214688e-07,0.004160348791629076,1.5542558458037092e-06,0.0002874996862374246,1.3438019777822774e-05,4.428640386322513e-05,3.6729479688801803e-06,5,5
3.596929445848218e-06,3.515047142244043e-10,2.1249415738111566e-07,4.3909983982182155e-10,4.076651748619042e-06,2.7944754037889652e-05,6.205371505529911e-08,1.125891628817044e-07,8.337154326909513e-07,1.0802618817251641e-06,4.2656487494241446e-05,7.831990842532832e-06,6.951539148758457e-07,5.884806242306695e-08,0.0021538296714425087,0.9977565407752991,9.150274848934714e-08,7.241003885383179e-08,7.483147435038973e-09,1.794188762005433e-07,7.327532358658573e-08,7.375121668928841e-08,1.9517372440436276e-10,15,15
4.4980615369547006e-13,5.181507133078522e-12,1.1928649908121702e-11,2.1971742203419353e-09,3.45230163900645e-11,1.508976554820407e-10,3.7578450767794536e-11,1.1443512804021339e-09,1.4548744967004396e-13,9.130161626735855e-10,4.77941908272328e-10,9.302418210732633e-12,1.2011282706225757e-06,3.254056468726674e-10,3.2889403200897505e-08,7.474022789555335e-11,9.370806214326066e-11,9.242095444506049e-08,4.8356973536556325e-08,0.9999986886978149,3.2692937246281417e-09,3.012736587981735e-11,2.579050584206044e-10,19,19
0.6210896372795105,6.699273171761888e-07,1.3190073104851763e-06,2.201612003815967e-09,0.36336997151374817,0.010022597387433052,2.716369529309759e-08,8.354958391798561e-10,8.711353984836023e-06,7.473074219888076e-05,5.165277616470121e-05,0.005208642687648535,2.3910404706839472e-05,7.314448885153979e-05,4.2097378916139405e-09,8.444875021496046e-09,2.408560931144166e-06,2.8446564101614058e-05,1.0050166565633845e-06,1.9129133761452977e-06,4.051188807352446e-05,2.771690787994885e-07,3.4482931710044795e-07,0,0
0.0009788598399609327,0.0009694405598565936,2.3194903405965306e-05,0.0006863934104330838,6.47429988021031e-05,0.00032709853257983923,0.00032259721774607897,0.0001451365096727386,2.4244289306807332e-05,0.06007862091064453,0.0023731654509902,0.00019429570238571614,0.4319518804550171,5.262032937025651e-05,0.00012565884389914572,2.9890159112255787e-06,0.00020746815425809473,0.025459548458456993,0.002952694660052657,0.4623551368713379,0.004137465264648199,0.0001918155758175999,0.0063748895190656185,19,19
0.00015608507965225726,0.03871484473347664,0.002929366659373045,4.3937274313066155e-05,2.1277883206494153e-05,7.66970551921986e-05,0.003507949411869049,0.002923349617049098,0.002050624927505851,0.011521940119564533,0.00044707421329803765,9.325315477326512e-05,0.0647151991724968,8.798904786999628e-07,4.0824772895575734e-07,2.036314441511422e-07,0.0035780281759798527,0.0036935049574822187,0.0004471385618671775,0.6928711533546448,0.14466391503810883,0.001464688335545361,0.026078324764966965,19,19
0.0016194881172850728,4.160626954075042e-09,5.525000545958392e-08,5.2375364462120544e-11,0.008617141284048557,0.0022135968320071697,5.845095962797586e-09,2.1377637160480134e-10,1.5639841421943856e-08,0.0007806594949215651,3.0283631531347055e-06,0.9867652654647827,5.832939677929971e-07,3.789914870822031e-08,5.830876670387397e-09,1.9282388186159238e-10,1.1941382993541083e-08,1.4679268645068078e-07,9.497285624604501e-09,3.6589675733722515e-09,1.472769267651941e-10,3.091110353792281e-11,2.5738566833410914e-08,11,11
0.0543474406003952,6.520538969878586e-11,8.239759807793234e-08,9.965441805093178e-10,0.007054494693875313,0.9017038941383362,3.886217143644899e-07,9.511670562289964e-09,2.8461199690354988e-05,0.035686902701854706,0.0007940515642985702,4.583777808875311e-06,2.738281409619958e-06,0.00036875129444524646,5.239168388015969e-08,7.720278460965346e-08,1.3674924526085874e-09,1.733150867266886e-07,7.81443486630451e-06,1.5267677122565715e-09,5.1322386340757475e-09,7.615674313399268e-09,2.5808349235489914e-08,5,5
3.844762182236838e-12,7.81932046336254e-17,1.5048504109493877e-11,1.651014719904198e-12,2.0346065110476985e-11,5.917368262053913e-10,1.18650607070105e-15,1.4321486219159851e-09,1.2597499432498438e-11,3.611442742079696e-11,3.789199856663039e-12,3.264218340071068e-10,2.925948094922859e-10,1.0660947680207755e-09,1.0,3.73652664364954e-09,5.813561166755771e-14,5.954313105939468e-13,3.665777681405302e-10,4.776825116015182e-11,3.5439592883587667e-13,5.579089707580254e-13,3.9812208705528734e-14,14,14
4.351328243501484e-06,0.016166940331459045,6.654862971799957e-08,0.000989719177596271,1.0820229157104677e-09,1.740653488013777e-06,0.00022479762264993042,0.029363056644797325,5.076110087820496e-10,1.3293217307364102e-05,1.8846150169338216e-06,4.278422505166191e-09,8.36278559290804e-05,6.369572247422184e-08,5.3653614884296985e-09,3.366339660715312e-05,2.4357232675242813e-08,3.977165397373028e-05,4.5374260793096255e-08,0.0007557907374575734,1.0780668162624352e-05,0.9523053169250488,5.066844096290879e-06,1,21
0.001147851929999888,2.1396026568254456e-06,0.011802990920841694,0.00011833578901132569,0.0010436669690534472,0.03211824223399162,0.00016908276302274317,8.582705959270243e-07,3.5298882039569435e-07,0.06186019256711006,0.0006789108156226575,0.024442588910460472,0.0027287378907203674,0.00036774075124412775,2.9406228350126185e-05,1.8027136320597492e-05,0.1340843141078949,0.0016440683975815773,0.7274254560470581,5.453268749988638e-05,9.332330955658108e-05,5.536272146855481e-05,0.00011389329301891848,4,18
0.0033359371591359377,1.543327198305633e-05,4.184461772638315e-07,4.1471903244882924e-08,9.153644350590184e-05,0.00646739499643445,1.9516723114065826e-05,2.575713733676821e-05,0.006533286068588495,0.4930717945098877,0.0009421538561582565,0.4892432987689972,1.15295042633079e-05,6.958447920624167e-05,1.1059865983042982e-06,1.697229345154483e-05,5.80882954182016e-07,2.9307611839612946e-06,6.136704087111866e-07,2.6011715817730874e-05,6.454110553022474e-05,1.981488094315864e-05,3.974074934376404e-05,8,9
6.9558059294649865e-06,0.0005932460189796984,8.23523077997379e-05,0.0007071316358633339,0.0003244708350393921,3.8261237932601944e-05,7.662716234335676e-05,0.0032079939264804125,5.025705718253448e-07,0.11805391311645508,0.007936128415167332,0.00020105602743569762,0.013718640431761742,9.59317731030751e-07,0.03602757677435875,2.426494120300049e-06,9.143273928202689e-05,1.201825580210425e-05,0.7844059467315674,0.005715350620448589,0.0004808602971024811,0.0006023503956384957,0.027713770046830177,18,18
3.301283413748024e-06,2.594018269519438e-06,0.9999583959579468,4.683695653540099e-10,3.384191415989335e-07,4.971818725607591e-06,1.5642036998997355e-07,4.227530681077951e-08,2.010422273102108e-09,1.643962605157867e-06,2.494144553111255e-07,3.1481377504860575e-07,2.4037386538111605e-05,1.040550401398832e-07,2.4307453272420787e-10,1.6396902932647173e-11,2.6537868507148232e-06,6.012897983964649e-07,5.107123257630519e-08,4.821092716156272e-07,5.100922351175541e-08,9.101011499978995e-08,3.6003469094936236e-09,2,2
0.00041047012200579047,8.116049684758764e-06,1.1128015103167854e-05,1.2449980602013966e-07,0.8385225534439087,0.1299704909324646,1.1152430488436949e-05,9.056395811057882e-08,0.0015897442353889346,0.0031021784525364637,0.012939353473484516,0.013212100602686405,2.060889164567925e-05,1.8146229194826446e-06,1.9431754481047392e-05,1.243580641130393e-06,4.3097766138089355e-06,4.298921339795925e-05,3.774934884859249e-05,1.733761928335298e-05,7.021943747531623e-05,2.3328659608523594e-06,4.452473149285652e-06,5,4
0.10651716589927673,7.842910417821258e-05,0.0005497882375493646,1.1477249245217536e-05,9.839831182034686e-05,0.7006639242172241,0.0016819075681269169,3.6529625504044816e-05,0.00010617348743835464,0.1461798995733261,0.00027588647208176553,0.00016659034008625895,0.0011378858471289277,0.041980840265750885,1.7127338196587516e-06,5.070565293863183e-06,7.303503934963373e-07,0.00016434985445812345,2.466977821313776e-05,1.1132877261843532e-05,1.0990108421538025e-05,0.0002873077755793929,9.143709576164838e-06,0,5
1.89747748763347e-11,8.607564105922449e-10,1.4273521600771666e-11,6.615017156264003e-08,1.1609145589286385e-10,2.216788885789356e-08,3.350195676432577e-10,3.764509148851403e-09,3.5969626799650656e-15,3.2623538004372676e-07,5.530855218260911e-10,3.310340499981801e-12,1.0202174962614663e-06,2.0449034826564016e-11,1.6370332867055026e-10,6.477929629343515e-13,1.110905259338324e-06,1.3330250792087384e-10,0.9999955892562866,8.729815759167536e-10,1.5018459009752405e-07,7.388764267091119e-09,1.6582332591497106e-06,18,18
0.0012450546491891146,7.179798558354378e-05,0.008065031841397285,1.5688314078943222e-06,2.6164552764385007e-05,0.0010679112747311592,1.5066383411976858e-06,0.0006551561527885497,0.0003440128348302096,0.00018741158419288695,2.335024328203872e-05,0.0003265703853685409,0.06498391926288605,0.00011371012078598142,6.72739361107233e-07,1.4630936107096204e-07,0.060956310480833054,0.019289737567305565,2.1620584448101e-05,0.0023324214853346348,0.8375971913337708,0.0026070515159517527,8.157765114447102e-05,20,20
0.01388712227344513,2.9966959118610248e-05,0.0002537807740736753,2.33889909395657e-06,1.4669392811583748e-08,0.0004856201121583581,0.0011259381426498294,2.765405959781475e-10,1.822811901419641e-10,0.004330314230173826,0.3833296298980713,1.503168256533627e-08,0.5804877877235413,1.613549471812803e-07,2.5950725943135744e-12,6.668848788894243e-15,2.3255740444483308e-08,5.1866034482372925e-05,0.01600540243089199,4.044613888254389e-06,2.6821261656095885e-08,8.152306349984428e-07,5.1949718908872455e-06,10,12
5.002025886824413e-07,2.1797928638989106e-05,0.011920014396309853,2.3781394702382386e-05,8.73415103797015e-07,6.65764616769593e-07,4.77849539493036e-07,7.684426964260638e-05,1.45987371524825e-07,8.533733307558578e-06,7.6027013165003154e-06,1.0961705356749007e-06,0.010545335710048676,8.855003841290454e-08,2.4823973490128992e-06,9.304369541496271e-08,0.003322374075651169,0.026469577103853226,4.785466444445774e-06,0.9473413228988647,0.0001405854127369821,9.523033077130094e-05,1.595167486811988e-05,19,19
0.6838194727897644,6.120715261204168e-05,1.2860335800723988e-06,7.581576483062236e-06,0.1318063884973526,0.004510233178734779,7.383900424429157e-07,1.0434106911816343e-07,2.8847227895312244e-06,0.02957138605415821,0.020069677382707596,0.08928082138299942,0.0015213779406622052,0.0008047428564168513,1.218742795572325e-07,6.8408541054054695e-09,4.6001823648111895e-06,0.037901319563388824,0.00014325468509923667,0.00017392917652614415,0.00017076429503504187,3.8985544961178675e-06,0.00014419577200897038,0,0
1.3845841806414683e-08,1.2603833056346048e-05,0.0011601195437833667,1.968070222346796e-07,7.693344628023624e-09,8.680932417348686e-09,4.680074106033771e-09,4.844851900998037e-06,1.875404276319159e-09,4.293221778084444e-08,6.786482487086687e-08,5.538758895973217e-10,0.0005766040994785726,5.2209605527764325e-09,2.651188379942937e-09,1.0114278338468896e-11,0.9612897038459778,4.892144715995528e-06,1.7602729712962173e-05,9.53704602579819e-06,0.03687844052910805,3.554933573468588e-05,9.866856089502107e-06,20,16
0.000845273956656456,8.26322502689436e-06,3.6689248190668877e-06,4.940456932445159e-09,0.10609158128499985,0.8706802725791931,2.85365899799217e-07,5.239825018321653e-09,3.232047311030328e-05,0.01586536318063736,0.0004932237789034843,0.005443809553980827,6.615000984311337e-06,0.00012671378499362618,2.5174711026920704e-07,3.974043494281432e-08,2.6029379114334006e-06,0.00031605525873601437,8.879471351974644e-06,2.2182384782354347e-06,6.946382200112566e-05,1.2736315966321854e-06,1.817126189962437e-06,9,5
